userid,browse_data_all_count,browse_data_all_max,browse_tag_all_count,browse_tag_all_max
43579,432,190,432,10
43582,688,213,688,10
43583,231,190,231,10
43584,420,189,420,10
43585,434,190,434,10
43586,98,190,98,10
43587,649,190,649,10
43588,320,190,320,10
43589,528,213,528,10
43590,120,190,120,10
43591,81,189,81,6
43592,364,190,364,10
43593,222,190,222,10
43594,162,190,162,10
43595,272,190,272,10
43596,612,189,612,10
43597,440,188,440,10
43598,550,213,550,10
43599,238,190,238,10
43601,702,207,702,10
43602,96,190,96,10
43603,616,191,616,10
43604,1127,213,1127,10
43605,144,213,144,10
43606,176,190,176,10
43607,18,118,18,1
43608,78,213,78,10
43609,154,190,154,10
43610,80,190,80,10
43611,312,213,312,10
43612,693,201,693,10
43613,120,213,120,10
43614,679,213,679,10
43615,552,213,552,10
43616,288,173,288,7
43617,352,213,352,10
43618,341,190,341,10
43619,216,190,216,10
43620,30,201,30,10
43621,42,188,42,10
43622,476,201,476,10
43623,336,201,336,10
43624,2136,213,2136,10
43625,98,188,98,10
43626,90,173,90,8
43627,576,201,576,10
43628,259,213,259,10
43629,198,190,198,10
43630,216,190,216,10
43631,1122,190,1122,10
43632,2480,210,2480,10
43633,210,213,210,10
43634,176,188,176,10
43636,504,213,504,10
43638,462,213,462,10
43639,24,173,24,7
43640,162,190,162,10
43641,189,213,189,10
43642,176,190,176,10
43644,572,201,572,10
43645,836,200,836,10
43646,819,210,819,10
43647,315,201,315,10
43649,460,191,460,10
43650,140,188,140,10
43651,128,188,128,10
43652,448,188,448,10
43654,504,194,504,10
43655,336,201,336,10
43656,224,190,224,10
43657,56,173,56,7
43658,2650,213,2650,10
43659,756,213,756,10
43660,217,190,217,10
43661,240,210,240,10
43662,238,190,238,10
43663,280,189,280,7
43664,624,213,624,10
43665,210,190,210,10
43666,84,190,84,10
43667,748,213,748,10
43669,108,213,108,10
43670,240,190,240,10
43671,434,213,434,10
43672,279,190,279,10
43673,252,190,252,10
43674,429,190,429,10
43675,304,201,304,10
43676,456,213,456,10
43677,963,213,963,10
43678,203,213,203,10
43679,192,188,192,10
43680,288,213,288,10
43681,150,188,150,10
43682,147,194,147,10
43683,459,210,459,10
43684,232,190,232,10
43685,424,213,424,10
43686,688,213,688,10
43687,130,188,130,10
43688,946,213,946,10
43689,96,190,96,10
43690,114,190,114,10
43692,84,190,84,10
43693,1270,213,1270,10
43694,114,213,114,10
43696,35,118,35,7
43697,876,210,876,10
43698,56,173,56,7
43699,220,201,220,10
43702,495,190,495,10
43704,392,201,392,10
43705,24,190,24,10
43706,304,213,304,10
43707,168,213,168,10
43708,168,190,168,10
43709,90,190,90,10
43710,352,188,352,10
43711,560,213,560,10
43712,288,213,288,10
43713,294,213,294,10
43714,112,190,112,10
43715,672,190,672,10
43716,98,188,98,10
43717,288,201,288,10
43718,32,188,32,10
43719,216,190,216,10
43720,808,213,808,10
43722,738,201,738,10
43723,620,188,620,10
43724,616,190,616,10
43725,336,201,336,10
43726,1100,210,1100,10
43727,34,213,34,10
43728,30,173,30,7
43729,294,213,294,7
43730,105,190,105,10
43731,156,190,156,10
43732,3887,213,3887,10
43733,168,188,168,10
43735,413,188,413,10
43736,567,213,567,10
43737,266,201,266,10
43740,342,213,342,10
43742,812,190,812,10
43743,329,213,329,10
43744,336,190,336,10
43745,805,210,805,10
43746,735,210,735,10
43748,350,213,350,10
43749,847,201,847,10
43750,646,189,646,10
43751,27,190,27,10
43753,182,190,182,10
43754,98,190,98,10
43755,72,190,72,10
43756,32,173,32,1
43757,240,201,240,10
43758,459,201,459,10
43759,126,188,126,10
43760,192,190,192,10
43761,112,201,112,10
43763,352,200,352,8
43764,102,189,102,10
43765,112,201,112,10
43767,21,118,21,7
43770,336,190,336,10
43771,102,190,102,10
43772,976,213,976,10
43773,120,188,120,10
43774,333,213,333,10
43775,231,190,231,10
43776,84,190,84,10
43777,42,118,42,1
43778,84,190,84,10
43779,256,213,256,10
43780,259,190,259,10
43781,12,190,12,10
43782,66,190,66,10
43783,928,210,928,10
43784,32,173,32,1
43785,52,190,52,10
43786,80,190,80,10
43788,987,213,987,10
43789,150,190,150,10
43790,329,190,329,10
43791,644,213,644,10
43792,296,213,296,10
43793,110,190,110,10
43794,468,190,468,10
43795,18,118,18,1
43796,112,213,112,10
43798,136,210,136,10
43799,119,190,119,10
43800,112,190,112,10
43801,371,200,371,10
43802,504,213,504,10
43803,24,118,24,6
43804,256,190,256,10
43805,120,201,120,10
43806,154,188,154,10
43807,190,190,190,10
43808,224,190,224,10
43809,650,190,650,10
43810,261,210,261,10
43811,41,213,41,10
43812,256,189,256,10
43813,84,189,84,7
43814,63,190,63,10
43815,140,190,140,10
43817,112,190,112,10
43818,480,213,480,10
43819,352,190,352,10
43822,105,173,105,7
43823,35,173,35,1
43824,336,213,336,10
43825,42,188,42,10
43826,84,190,84,10
43827,162,190,162,10
43828,40,188,40,10
43829,2040,201,2040,10
43830,154,210,154,10
43831,252,190,252,10
43832,135,213,135,10
43834,329,213,329,10
43836,140,190,140,10
43837,24,190,24,10
43838,186,213,186,10
43840,154,188,154,10
43842,35,173,35,1
43843,14,188,14,10
43844,276,194,276,10
43846,858,201,858,10
43847,496,189,496,10
43848,12,190,12,10
43849,144,190,144,10
43852,160,210,160,10
43854,225,190,225,10
43856,120,190,120,10
43858,528,194,528,10
43862,24,190,24,10
43869,12,190,12,10
43870,216,190,216,10
43871,560,201,560,10
43873,342,190,342,10
43876,240,190,240,10
43878,396,190,396,10
43879,400,190,400,10
43880,23,190,23,10
43881,216,201,216,10
43882,352,189,352,10
43884,112,201,112,10
43885,14,188,14,10
43887,196,200,196,10
43888,96,213,96,10
43889,28,188,28,10
43890,176,173,176,8
43891,98,188,98,10
43892,24,190,24,10
43893,63,190,63,10
43895,15,213,15,10
43897,105,190,105,10
43901,28,190,28,10
43902,224,201,224,10
43903,20,190,20,10
43905,48,215,48,4
43906,48,189,48,10
43911,28,188,28,10
43912,208,190,208,10
43915,287,197,287,10
43917,272,189,272,10
43919,112,190,112,10
43925,287,197,287,10
43926,336,188,336,10
43928,70,173,70,7
43932,105,190,105,10
43935,54,202,54,10
43936,256,190,256,10
43937,114,213,114,10
43938,120,190,120,10
43940,64,190,64,10
43941,165,210,165,10
43944,100,173,100,7
43945,21,118,21,1
43946,550,189,550,10
43947,504,190,504,10
43948,760,190,760,10
43949,592,201,592,10
43950,665,213,665,10
43951,441,213,441,10
43952,14391,213,14391,10
43953,1256,213,1256,10
43954,1232,213,1232,10
43955,1764,213,1764,10
43956,702,213,702,10
43957,342,190,342,10
43958,621,213,621,10
43959,1918,201,1918,10
43960,7532,210,7532,10
43961,333,190,333,10
43962,1048,190,1048,10
43963,20,118,20,7
43964,432,190,432,10
43966,105,190,105,10
43967,1200,210,1200,10
43968,558,201,558,10
43969,36,173,36,1
43970,576,190,576,10
43971,376,201,376,10
43972,2717,213,2717,10
43973,960,188,960,10
43974,640,213,640,10
43975,220,213,220,7
43976,143,173,143,7
43977,1236,213,1236,10
43978,336,190,336,10
43979,280,201,280,10
43980,140,190,140,10
43981,632,201,632,10
43983,770,201,770,10
43984,182,190,182,10
43985,301,190,301,10
43986,440,213,440,10
43987,128,188,128,10
43988,544,190,544,10
43989,1023,213,1023,10
43990,650,213,650,10
43991,1969,213,1969,10
43992,322,213,322,10
43993,511,213,511,10
43995,420,201,420,10
43996,930,213,930,10
43997,688,190,688,10
43998,1038,213,1038,10
44000,238,190,238,10
44001,1592,190,1592,10
44002,1016,213,1016,10
44003,1150,210,1150,10
44004,605,213,605,10
44005,1116,213,1116,10
44006,936,213,936,10
44007,864,213,864,10
44008,644,190,644,10
44009,459,190,459,10
44010,1788,213,1788,10
44011,60,190,60,10
44012,414,209,414,10
44013,584,190,584,10
44014,144,213,144,10
44015,176,190,176,10
44016,1710,213,1710,10
44017,1925,194,1925,10
44018,1456,213,1456,10
44019,374,190,374,10
44021,324,190,324,10
44022,869,213,869,10
44023,472,201,472,10
44024,350,213,350,10
44025,315,201,315,10
44026,360,190,360,10
44028,533,194,533,10
44029,623,190,623,10
44030,1413,213,1413,10
44031,319,208,319,10
44032,338,190,338,10
44033,40,173,40,7
44034,2912,213,2912,10
44035,216,190,216,10
44036,255,201,255,10
44038,880,213,880,10
44039,600,201,600,10
44040,656,190,656,10
44041,660,201,660,10
44042,385,190,385,10
44043,777,194,777,10
44044,744,190,744,10
44045,451,190,451,10
44046,1792,213,1792,10
44047,336,190,336,10
44048,1068,201,1068,10
44049,266,190,266,10
44051,120,190,120,10
44052,584,213,584,10
44053,880,200,880,10
44054,171,189,171,10
44055,134,190,134,10
44056,171,213,171,10
44057,1266,213,1266,10
44058,440,188,440,10
44059,336,190,336,10
44060,792,189,792,10
44061,590,201,590,10
44062,91,190,91,10
44063,1377,190,1377,10
44064,648,213,648,10
44065,150,201,150,10
44066,525,189,525,10
44068,256,213,256,10
44069,540,190,540,10
44070,3648,213,3648,10
44071,654,213,654,10
44073,580,190,580,10
44075,6820,213,6820,10
44076,48,118,48,7
44077,405,213,405,10
44078,371,213,371,10
44080,711,213,711,10
44081,61,201,61,10
44082,39,118,39,7
44083,648,213,648,10
44084,396,201,396,10
44085,209,197,209,10
44086,792,213,792,10
44087,115,213,115,10
44088,119,190,119,10
44089,1089,210,1089,10
44090,814,213,814,10
44091,504,213,504,10
44092,350,213,350,10
44094,1683,213,1683,10
44095,120,190,120,10
44096,318,201,318,10
44098,330,190,330,10
44099,2189,201,2189,10
44101,243,190,243,10
44102,728,201,728,10
44103,1716,213,1716,10
44105,49,173,49,6
44106,1176,190,1176,10
44107,176,173,176,8
44108,792,201,792,10
44109,288,190,288,10
44110,1120,201,1120,10
44111,22,118,22,1
44113,675,213,675,10
44114,296,213,296,10
44115,904,201,904,10
44116,40,194,40,10
44117,920,190,920,10
44118,60,173,60,1
44119,84,190,84,10
44120,392,213,392,10
44121,240,188,240,10
44122,651,189,651,10
44123,432,213,432,10
44124,750,201,750,10
44125,987,213,987,10
44126,210,190,210,10
44127,306,190,306,10
44129,336,190,336,10
44130,270,201,270,10
44131,1242,173,1242,7
44132,90,190,90,10
44133,161,213,161,10
44134,48,173,48,6
44135,280,190,280,10
44136,189,201,189,10
44137,280,213,280,10
44138,66,173,66,8
44139,2961,213,2961,10
44140,376,200,376,10
44141,441,213,441,10
44143,328,190,328,10
44144,178,213,178,10
44145,360,190,360,10
44146,1230,213,1230,10
44147,192,201,192,10
44148,252,201,252,10
44149,21,118,21,7
44150,352,190,352,10
44152,252,213,252,10
44153,875,201,875,10
44154,63,173,63,7
44155,364,190,364,10
44157,225,190,225,10
44158,84,189,84,7
44159,434,190,434,10
44160,1164,190,1164,10
44161,322,190,322,10
44162,160,213,160,10
44163,2354,190,2354,10
44164,12,173,12,1
44165,36,118,36,1
44166,511,213,511,10
44167,1550,213,1550,10
44168,245,213,245,10
44169,328,190,328,10
44170,98,190,98,10
44171,576,190,576,10
44172,182,190,182,10
44173,105,190,105,10
44174,184,173,184,8
44175,854,190,854,10
44176,288,201,288,10
44177,980,213,980,10
44178,84,190,84,10
44179,2376,213,2376,10
44180,464,201,464,10
44181,18,194,18,10
44182,880,190,880,10
44184,682,190,682,10
44187,784,213,784,10
44188,220,190,220,10
44189,1053,201,1053,10
44190,94,201,94,10
44191,168,188,168,10
44192,707,190,707,10
44193,208,201,208,10
44194,156,190,156,10
44195,408,213,408,10
44196,45,173,45,6
44197,2520,213,2520,10
44198,1760,213,1760,10
44199,856,213,856,10
44200,176,188,176,10
44201,900,201,900,10
44202,511,188,511,10
44203,280,190,280,10
44204,54,190,54,10
44205,336,190,336,10
44206,11,118,11,1
44207,2898,213,2898,10
44208,310,190,310,10
44209,1001,210,1001,10
44210,462,213,462,10
44212,368,213,368,10
44213,56,190,56,10
44214,182,201,182,10
44215,252,213,252,10
44216,1480,213,1480,10
44217,24,118,24,1
44218,588,190,588,10
44219,1284,213,1284,10
44220,104,189,104,7
44221,342,213,342,10
44222,558,190,558,10
44223,644,189,644,10
44224,539,201,539,10
44225,216,189,216,10
44226,207,210,207,10
44227,376,190,376,10
44228,300,190,300,10
44230,280,190,280,10
44232,21,173,21,1
44234,288,213,288,10
44235,855,194,855,10
44236,760,197,760,10
44239,176,190,176,10
44240,120,190,120,10
44241,312,190,312,10
44243,630,213,630,10
44244,54,173,54,7
44245,800,213,800,10
44246,84,188,84,10
44247,98,213,98,10
44248,33,173,33,1
44249,760,213,760,10
44250,480,190,480,10
44252,1700,213,1700,10
44253,90,173,90,7
44254,1331,210,1331,10
44255,384,190,384,10
44256,408,190,408,10
44258,64,173,64,7
44259,1128,201,1128,10
44260,768,213,768,10
44261,192,190,192,10
44262,540,201,540,10
44263,248,190,248,10
44264,308,200,308,10
44265,40,188,40,10
44266,432,201,432,10
44267,80,190,80,10
44268,180,190,180,10
44269,1309,213,1309,10
44270,520,213,520,10
44271,168,189,168,10
44272,160,210,160,10
44273,147,213,147,10
44274,256,200,256,10
44275,112,210,112,10
44276,128,201,128,10
44277,936,213,936,10
44278,108,188,108,10
44279,2727,213,2727,10
44280,198,201,198,10
44281,234,213,234,10
44282,80,190,80,10
44283,710,201,710,10
44284,462,200,462,10
44285,352,210,352,10
44286,117,173,117,7
44287,630,213,630,10
44288,536,215,536,10
44289,342,207,342,10
44290,35,173,35,6
44291,400,201,400,10
44292,616,190,616,10
44293,182,210,182,10
44294,28,190,28,10
44297,2142,213,2142,10
44298,336,200,336,10
44299,2568,213,2568,10
44300,384,200,384,10
44301,710,190,710,10
44302,497,213,497,10
44303,824,201,824,10
44304,61,194,61,10
44305,238,201,238,10
44306,378,201,378,10
44307,774,213,774,10
44308,126,188,126,10
44309,102,189,102,10
44310,96,180,96,7
44311,399,213,399,10
44312,217,190,217,10
44313,64,190,64,10
44314,414,190,414,10
44315,150,190,150,10
44316,552,208,552,10
44317,62,190,62,10
44318,549,213,549,10
44319,63,188,63,10
44321,450,200,450,10
44323,756,213,756,10
44325,456,213,456,10
44326,715,213,715,10
44327,756,213,756,10
44328,336,190,336,10
44329,70,190,70,10
44330,161,190,161,10
44331,387,201,387,10
44332,112,188,112,10
44333,486,190,486,10
44334,242,118,242,1
44335,154,201,154,10
44336,522,213,522,10
44337,112,190,112,10
44338,896,213,896,10
44340,49,201,49,10
44341,162,210,162,10
44342,294,190,294,10
44343,180,201,180,10
44344,320,213,320,10
44345,238,201,238,10
44346,315,190,315,10
44347,182,213,182,10
44349,32,190,32,10
44350,196,188,196,10
44351,585,213,585,10
44352,540,190,540,10
44353,1080,213,1080,10
44354,231,189,231,10
44355,32,173,32,7
44356,2060,213,2060,10
44357,154,213,154,10
44358,126,188,126,10
44359,1088,213,1088,10
44360,30,213,30,5
44361,168,213,168,10
44362,546,213,546,10
44364,54,173,54,6
44365,312,213,312,10
44366,432,213,432,10
44367,423,201,423,10
44368,440,190,440,10
44369,84,188,84,10
44371,1020,213,1020,10
44372,28,188,28,10
44373,140,189,140,10
44374,228,213,228,10
44376,184,200,184,10
44377,528,190,528,10
44378,749,213,749,10
44379,528,201,528,10
44380,273,190,273,10
44381,792,201,792,10
44382,160,173,160,7
44383,546,213,546,10
44384,830,188,830,10
44385,288,213,288,10
44386,207,190,207,10
44388,98,201,98,10
44389,729,213,729,10
44390,144,194,144,10
44391,387,190,387,10
44392,135,190,135,10
44393,364,190,364,10
44394,133,190,133,10
44395,216,201,216,10
44396,98,188,98,10
44397,252,190,252,10
44398,1600,213,1600,10
44400,270,190,270,10
44401,448,190,448,10
44402,1287,213,1287,10
44403,536,210,536,10
44404,24,173,24,7
44405,441,213,441,10
44406,8,20,8,1
44408,238,190,238,10
44409,540,201,540,10
44410,364,210,364,10
44411,152,190,152,10
44412,112,190,112,10
44413,192,190,192,10
44414,132,210,132,10
44415,612,190,612,10
44416,336,213,336,10
44417,410,188,410,10
44418,264,213,264,10
44419,210,213,210,10
44420,168,190,168,10
44421,112,190,112,10
44422,280,201,280,10
44423,328,190,328,10
44424,154,210,154,10
44425,98,188,98,10
44426,56,188,56,10
44427,380,190,380,10
44429,784,189,784,10
44431,1376,190,1376,10
44432,35,173,35,1
44433,660,189,660,10
44434,96,190,96,10
44435,238,188,238,10
44436,105,213,105,10
44437,174,201,174,10
44438,144,190,144,10
44439,120,188,120,10
44440,105,190,105,10
44441,1730,213,1730,10
44443,117,190,117,10
44444,50,190,50,10
44445,154,190,154,10
44446,414,190,414,10
44447,504,213,504,10
44448,672,213,672,10
44449,585,190,585,10
44450,497,210,497,10
44451,140,190,140,10
44452,420,188,420,10
44453,348,213,348,10
44455,294,200,294,10
44456,301,213,301,10
44457,147,189,147,10
44458,55,190,55,10
44459,126,190,126,10
44460,140,213,140,10
44461,30,190,30,10
44462,432,190,432,10
44463,740,213,740,10
44464,486,201,486,10
44465,192,190,192,10
44466,324,190,324,10
44467,148,213,148,10
44469,126,190,126,10
44471,1184,210,1184,10
44472,196,210,196,10
44473,208,190,208,10
44474,512,190,512,10
44475,377,189,377,10
44476,363,213,363,10
44477,385,190,385,10
44478,144,190,144,10
44479,1674,190,1674,10
44480,736,201,736,10
44481,686,190,686,10
44483,208,190,208,10
44484,304,201,304,10
44485,583,201,583,10
44486,264,190,264,10
44487,176,190,176,10
44488,784,188,784,10
44489,225,201,225,10
44490,448,188,448,10
44491,133,201,133,10
44492,144,201,144,10
44493,112,190,112,10
44494,378,201,378,10
44495,10,173,10,7
44497,1184,213,1184,10
44498,72,188,72,10
44499,7,20,7,1
44500,224,190,224,10
44501,1256,189,1256,10
44502,216,190,216,10
44503,273,189,273,10
44504,1404,201,1404,10
44506,406,190,406,10
44507,609,213,609,10
44508,224,190,224,10
44509,486,190,486,10
44510,99,194,99,10
44511,61,201,61,10
44512,440,197,440,10
44513,147,190,147,10
44514,133,200,133,8
44515,190,190,190,10
44516,120,213,120,10
44517,96,190,96,10
44518,665,201,665,10
44519,48,190,48,10
44520,108,190,108,10
44522,98,190,98,10
44523,28,173,28,1
44524,342,213,342,10
44525,192,190,192,10
44527,110,173,110,7
44528,504,210,504,10
44529,416,190,416,10
44530,90,190,90,10
44531,35,190,35,10
44532,198,188,198,10
44534,84,190,84,10
44535,322,190,322,10
44536,112,188,112,10
44537,44,213,44,10
44539,648,213,648,10
44540,80,190,80,10
44541,80,201,80,8
44542,96,190,96,10
44543,52,200,52,10
44544,192,190,192,10
44545,319,173,319,7
44546,76,201,76,10
44547,329,189,329,10
44549,135,190,135,10
44550,609,190,609,10
44551,204,210,204,10
44552,119,190,119,10
44553,304,213,304,10
44554,696,213,696,10
44555,14,118,14,1
44556,184,213,184,10
44558,240,190,240,10
44559,243,190,243,10
44560,170,190,170,10
44561,496,173,496,7
44562,217,190,217,10
44563,384,201,384,10
44564,266,189,266,10
44565,208,213,208,10
44566,256,201,256,10
44567,793,213,793,10
44568,1030,213,1030,10
44569,1905,201,1905,10
44570,136,190,136,10
44571,531,201,531,10
44572,468,213,468,10
44573,160,173,160,7
44574,450,190,450,10
44575,280,188,280,10
44576,40,190,40,10
44577,343,213,343,10
44578,108,190,108,10
44579,98,190,98,10
44580,28,188,28,10
44581,371,210,371,10
44582,72,190,72,10
44583,210,201,210,10
44584,273,210,273,10
44585,189,201,189,10
44586,441,190,441,10
44587,1314,213,1314,10
44588,52,213,52,10
44589,152,173,152,7
44590,28,190,28,10
44591,576,188,576,10
44592,65,173,65,1
44593,112,188,112,10
44594,84,190,84,10
44595,869,213,869,10
44596,400,201,400,7
44597,270,190,270,10
44598,266,190,266,10
44600,490,201,490,10
44601,608,190,608,10
44602,427,201,427,10
44603,992,190,992,10
44605,140,189,140,10
44606,1512,213,1512,10
44607,120,213,120,10
44609,21,173,21,1
44610,228,213,228,10
44613,711,189,711,10
44615,200,190,200,10
44617,344,201,344,10
44619,840,200,840,10
44620,84,190,84,10
44622,21,173,21,1
44623,352,188,352,10
44624,90,173,90,7
44626,112,188,112,10
44627,140,191,140,10
44628,210,190,210,10
44629,33,189,33,10
44630,410,190,410,10
44631,108,190,108,10
44632,129,189,129,10
44634,119,190,119,10
44635,90,190,90,10
44636,24,190,24,10
44637,70,190,70,10
44638,203,188,203,10
44639,55,213,55,10
44642,21,173,21,1
44643,168,213,168,10
44647,532,201,532,10
44648,342,189,342,10
44650,414,189,414,10
44651,231,213,231,10
44652,140,194,140,10
44654,155,201,155,10
44655,200,190,200,10
44656,49,173,49,7
44658,86,190,86,10
44661,40,189,40,1
44662,585,201,585,10
44663,1053,213,1053,10
44664,496,201,496,10
44665,96,190,96,10
44666,104,190,104,10
44668,42,173,42,7
44669,105,201,105,10
44670,296,194,296,10
44671,144,190,144,10
44672,128,189,128,7
44673,264,190,264,10
44674,120,190,120,10
44675,60,201,60,10
44676,171,201,171,10
44677,40,173,40,6
44679,174,213,174,10
44680,56,190,56,10
44682,35,173,35,1
44683,33,213,33,10
44687,168,188,168,10
44688,152,188,152,10
44689,126,190,126,10
44691,84,190,84,10
44692,12,190,12,10
44693,105,190,105,10
44694,168,190,168,10
44696,8,118,8,1
44698,80,173,80,7
44699,350,201,350,10
44701,161,194,161,8
44703,224,190,224,10
44704,90,173,90,7
44706,156,213,156,10
44707,240,210,240,10
44709,56,190,56,10
44710,120,190,120,10
44712,287,190,287,10
44716,486,213,486,10
44717,26,190,26,10
44718,120,213,120,10
44719,168,190,168,10
44720,12,190,12,10
44721,153,200,153,10
44723,90,190,90,10
44725,28,190,28,10
44726,132,194,132,10
44728,44,194,44,10
44729,28,190,28,10
44731,36,190,36,10
44734,117,190,117,10
44736,252,213,252,10
44737,16,188,16,10
44739,880,213,880,10
44740,217,188,217,10
44741,610,213,610,10
44742,96,188,96,10
44743,224,190,224,10
44744,553,213,553,10
44745,378,213,378,10
44746,294,189,294,10
44747,154,188,154,10
44749,168,173,168,8
44751,126,188,126,10
44752,24,190,24,10
44753,126,194,126,10
44755,238,190,238,10
44756,630,191,630,10
44758,406,190,406,10
44759,25,200,25,10
44760,456,190,456,10
44762,161,213,161,10
44763,161,213,161,10
44764,39,200,39,10
44765,18,118,18,1
44766,204,201,204,10
44769,528,213,528,10
44770,96,188,96,10
44773,28,188,28,10
44774,110,190,110,10
44775,35,190,35,10
44776,112,173,112,10
44780,16,173,16,1
44783,224,190,224,10
44785,168,190,168,10
44786,380,194,380,10
44789,32,190,32,10
44791,14,188,14,10
44792,16,190,16,10
44793,119,213,119,10
44795,140,201,140,10
44799,132,190,132,10
44801,84,188,84,10
44803,150,190,150,10
44806,162,213,162,10
44812,252,201,252,10
44814,101,213,101,10
44815,154,190,154,10
44816,84,190,84,10
44818,870,213,870,10
44819,752,190,752,10
44820,406,190,406,10
44821,464,188,464,10
44822,612,189,612,10
44823,760,213,760,10
44824,2632,190,2632,10
44825,960,189,960,10
44827,546,190,546,10
44828,1374,213,1374,10
44829,648,190,648,10
44831,1539,213,1539,10
44832,1280,190,1280,10
44833,126,188,126,10
44834,522,190,522,10
44835,246,189,246,10
44836,96,188,96,10
44837,1232,213,1232,10
44838,420,190,420,10
44839,1022,201,1022,10
44840,414,201,414,10
44841,64,173,64,7
44842,3392,213,3392,10
44843,333,190,333,10
44844,252,190,252,10
44845,950,213,950,10
44846,1482,213,1482,10
44847,714,190,714,10
44848,414,190,414,10
44849,1120,201,1120,10
44850,136,201,136,10
44851,288,190,288,10
44852,126,190,126,10
44853,1440,213,1440,10
44854,132,213,132,10
44855,2040,213,2040,10
44856,2611,213,2611,10
44857,144,188,144,10
44858,1056,190,1056,10
44859,979,213,979,10
44860,378,213,378,10
44861,616,190,616,10
44862,1458,213,1458,10
44863,1296,188,1296,10
44864,1120,213,1120,10
44865,1320,213,1320,10
44866,774,194,774,10
44867,688,190,688,10
44868,396,190,396,10
44869,1290,213,1290,10
44870,602,194,602,10
44871,47,188,47,10
44872,1236,213,1236,10
44873,161,190,161,10
44874,279,213,279,10
44875,432,208,432,10
44877,581,190,581,10
44878,630,190,630,10
44880,990,213,990,10
44881,1022,213,1022,10
44882,2124,213,2124,10
44883,60,190,60,10
44884,1188,213,1188,10
44885,6,110,6,7
44886,360,190,360,10
44887,1136,213,1136,10
44888,1640,201,1640,10
44889,730,190,730,10
44890,119,201,119,10
44891,860,197,860,10
44892,917,210,917,10
44893,516,190,516,10
44894,610,189,610,10
44895,1260,213,1260,10
44896,390,213,390,10
44898,152,190,152,10
44899,432,189,432,10
44900,1178,201,1178,10
44901,459,213,459,10
44902,1116,189,1116,10
44903,52,190,52,10
44904,374,194,374,10
44905,1386,213,1386,10
44906,494,201,494,10
44907,1106,213,1106,10
44908,63,173,63,6
44909,108,188,108,10
44910,3948,201,3948,10
44911,304,213,304,10
44912,261,190,261,10
44913,540,213,540,10
44914,837,201,837,10
44915,623,189,623,10
44917,152,194,152,10
44918,296,210,296,10
44919,3864,190,3864,10
44920,584,210,584,10
44921,714,201,714,10
44922,540,194,540,10
44923,708,189,708,10
44924,54,173,54,1
44925,423,213,423,10
44926,224,190,224,10
44927,1008,213,1008,10
44928,624,190,624,10
44929,161,213,161,10
44930,108,190,108,10
44931,336,189,336,10
44932,434,201,434,10
44933,187,188,187,10
44934,156,173,156,7
44935,609,189,609,10
44936,585,190,585,10
44937,140,190,140,10
44938,2035,213,2035,10
44939,440,200,440,10
44940,144,190,144,10
44941,168,213,168,10
44942,407,190,407,10
44943,1887,213,1887,10
44944,118,190,118,10
44945,876,201,876,10
44946,656,213,656,10
44947,791,190,791,10
44948,128,188,128,10
44949,800,190,800,10
44950,176,194,176,10
44951,128,189,128,10
44952,1024,210,1024,10
44953,36,188,36,10
44954,1584,213,1584,10
44955,1504,213,1504,10
44956,462,190,462,10
44957,801,189,801,10
44958,1120,213,1120,10
44959,168,213,168,10
44960,448,190,448,10
44961,1010,201,1010,10
44962,451,213,451,10
44963,176,190,176,10
44964,122,201,122,10
44965,850,190,850,10
44966,392,213,392,10
44967,888,201,888,10
44968,140,190,140,10
44969,406,194,406,10
44970,364,213,364,10
44972,552,213,552,10
44973,720,189,720,10
44974,1376,189,1376,10
44975,120,188,120,10
44976,260,190,260,10
44977,365,190,365,10
44978,364,201,364,10
44979,312,173,312,7
44980,260,190,260,10
44981,1628,213,1628,10
44983,424,213,424,10
44984,539,210,539,10
44985,210,213,210,10
44986,126,190,126,10
44987,1296,213,1296,10
44988,72,173,72,7
44989,756,209,756,10
44990,720,213,720,10
44991,161,190,161,10
44992,504,189,504,10
44993,1264,201,1264,10
44994,968,213,968,10
44995,480,213,480,10
44996,1360,213,1360,10
44997,2740,213,2740,10
44998,833,213,833,10
44999,472,201,472,10
45001,318,213,318,10
45002,273,190,273,10
45003,40,173,40,7
45004,504,190,504,10
45005,147,190,147,10
45006,357,190,357,10
45008,231,213,231,10
45009,288,213,288,10
45010,168,213,168,10
45011,790,210,790,10
45012,120,190,120,10
45013,413,213,413,10
45014,112,188,112,10
45015,369,194,369,10
45016,800,194,800,10
45017,970,213,970,10
45018,2022,213,2022,10
45019,616,201,616,10
45020,270,213,270,10
45021,639,213,639,10
45022,864,213,864,10
45023,288,190,288,10
45024,448,213,448,10
45025,1730,201,1730,10
45026,440,190,440,10
45027,369,213,369,10
45028,976,213,976,10
45029,1053,201,1053,10
45030,416,209,416,10
45031,27,173,27,1
45032,576,201,576,10
45033,196,213,196,10
45034,234,190,234,10
45035,960,213,960,10
45036,108,190,108,10
45037,770,213,770,10
45038,126,201,126,10
45039,1320,213,1320,10
45040,104,173,104,1
45041,2328,190,2328,10
45042,456,213,456,10
45043,208,190,208,10
45044,240,190,240,10
45045,959,213,959,10
45046,203,213,203,7
45047,470,190,470,10
45048,21,173,21,1
45049,224,190,224,10
45050,658,201,658,10
45051,351,190,351,10
45052,306,189,306,10
45053,496,201,496,10
45054,940,201,940,10
45055,336,213,336,10
