userid,bank_income_sum,bank_outcome_sum,bank_amountCha,bank_income_amta,bank_outcome_amta,bank_amtaCha,bank_type_count,bank_type_outcomeCount,bank_type_incomeCount
11739,1532.0,5654.0,4122.0,118.0,435.0,317.0,613,495,118
11740,1244.0,2556.0,1313.0,96.0,197.0,101.0,327,226,101
11743,3705.0,8074.0,4369.0,285.0,621.0,336.0,919,645,274
11754,1348.0,3415.0,2067.0,114.0,285.0,170.0,412,303,109
11758,552.0,790.0,238.0,69.0,198.0,129.0,139,84,55
11762,2854.0,4714.0,1860.0,220.0,363.0,143.0,642,413,229
11764,2587.0,20004.0,17418.0,199.0,1539.0,1340.0,2131,1932,199
11769,2324.0,5893.0,3568.0,194.0,492.0,298.0,678,504,174
11771,1034.0,3200.0,2166.0,80.0,246.0,167.0,333,256,77
11775,548.0,2819.0,2272.0,55.0,282.0,227.0,305,261,44
11778,243.0,138.0,-105.0,45.0,19.0,-26.0,28,10,18
11780,817.0,2550.0,1733.0,77.0,234.0,156.0,280,219,61
11783,898.0,3272.0,2374.0,77.0,252.0,175.0,341,272,69
11789,2098.0,6991.0,4892.0,161.0,538.0,376.0,697,546,151
11790,359.0,1023.0,664.0,30.0,85.0,55.0,118,89,29
11791,3265.0,6977.0,3712.0,326.0,698.0,371.0,858,603,255
11793,3140.0,5710.0,2571.0,242.0,439.0,198.0,801,531,270
11794,8289.0,12303.0,4013.0,638.0,946.0,309.0,1560,948,612
11796,2435.0,5688.0,3253.0,187.0,438.0,250.0,685,496,189
11799,543.0,1337.0,794.0,43.0,103.0,60.0,166,125,41
11801,945.0,2656.0,1711.0,73.0,204.0,132.0,318,242,76
11808,1100.0,3222.0,2122.0,90.0,248.0,158.0,365,278,87
11814,534.0,1067.0,534.0,44.0,82.0,39.0,132,89,43
11817,1837.0,3909.0,2072.0,612.0,1303.0,691.0,511,361,150
11824,2271.0,4239.0,1968.0,189.0,353.0,164.0,648,443,205
11936,2147.0,6267.0,4120.0,165.0,482.0,317.0,703,554,149
11937,1425.0,3126.0,1702.0,110.0,240.0,131.0,381,274,107
11939,570.0,907.0,337.0,47.0,70.0,23.0,136,87,49
11942,789.0,1116.0,327.0,88.0,124.0,36.0,133,77,56
11945,13206.0,13602.0,396.0,1016.0,1046.0,30.0,1873,948,925
11946,548.0,1327.0,779.0,55.0,133.0,78.0,160,115,45
11948,4533.0,9295.0,4763.0,349.0,715.0,366.0,1048,718,330
11949,2315.0,6282.0,3967.0,193.0,523.0,331.0,744,555,189
11950,1824.0,5210.0,3386.0,140.0,401.0,260.0,666,513,153
11952,2705.0,5260.0,2555.0,208.0,405.0,197.0,714,476,238
11956,6970.0,11483.0,4513.0,536.0,883.0,347.0,1451,934,517
11959,3135.0,8487.0,5352.0,241.0,653.0,412.0,942,696,246
11961,1414.0,2474.0,1059.0,118.0,206.0,88.0,361,232,129
11962,2738.0,3436.0,697.0,211.0,264.0,54.0,522,300,222
11965,1777.0,6351.0,4574.0,148.0,529.0,381.0,803,647,156
11966,2466.0,5802.0,3336.0,274.0,645.0,371.0,690,501,189
11971,1884.0,3205.0,1321.0,145.0,247.0,102.0,408,263,145
11974,1648.0,3850.0,2202.0,137.0,321.0,184.0,445,320,125
11975,2756.0,5309.0,2554.0,212.0,408.0,196.0,799,543,256
11976,3884.0,8000.0,4117.0,299.0,615.0,317.0,1020,731,289
11979,933.0,4322.0,3390.0,72.0,332.0,260.0,486,409,77
11980,795.0,1933.0,1138.0,114.0,276.0,163.0,231,168,63
11985,2095.0,4561.0,2466.0,161.0,351.0,190.0,572,407,165
11987,4908.0,9094.0,4186.0,378.0,700.0,322.0,1055,694,361
11989,216.0,378.0,162.0,24.0,42.0,18.0,52,35,17
11991,5896.0,9542.0,3645.0,491.0,795.0,304.0,1264,791,473
11993,1157.0,2525.0,1369.0,96.0,194.0,98.0,288,202,86
11994,212.0,1010.0,799.0,53.0,253.0,200.0,99,85,14
11995,6713.0,9754.0,3041.0,516.0,750.0,234.0,1268,778,490
11997,1767.0,4632.0,2865.0,136.0,356.0,220.0,531,391,140
11999,414.0,1017.0,602.0,83.0,203.0,120.0,121,89,32
12003,4089.0,6962.0,2873.0,315.0,536.0,221.0,887,578,309
12004,1258.0,3010.0,1752.0,97.0,232.0,135.0,356,253,103
12007,735.0,2614.0,1879.0,57.0,201.0,145.0,297,238,59
12009,7857.0,15339.0,7481.0,982.0,1917.0,935.0,2000,1346,654
12016,4191.0,6549.0,2359.0,322.0,504.0,181.0,835,524,311
12017,196.0,254.0,58.0,25.0,21.0,-4.0,39,22,17
12018,1127.0,2487.0,1360.0,127.0,276.0,150.0,324,231,93
12019,316.0,931.0,615.0,30.0,85.0,54.0,109,83,26
12021,1724.0,5697.0,3974.0,144.0,475.0,331.0,708,559,149
12023,4915.0,9228.0,4313.0,447.0,891.0,444.0,1110,741,369
12024,2417.0,5399.0,2982.0,186.0,415.0,229.0,622,442,180
12025,701.0,1654.0,953.0,54.0,127.0,73.0,213,155,58
12026,1532.0,4287.0,2756.0,128.0,357.0,230.0,495,379,116
12027,536.0,1430.0,895.0,77.0,204.0,128.0,188,144,44
12028,1383.0,5775.0,4392.0,115.0,481.0,366.0,655,538,117
12030,4781.0,9474.0,4693.0,398.0,789.0,391.0,1237,849,388
12031,1495.0,2591.0,1095.0,151.0,259.0,108.0,314,207,107
12033,157.0,234.0,77.0,52.0,78.0,26.0,31,19,12
12034,691.0,1468.0,777.0,53.0,113.0,60.0,201,141,60
12038,1496.0,3461.0,1965.0,115.0,266.0,151.0,451,326,125
12040,1721.0,3511.0,1790.0,143.0,293.0,149.0,410,286,124
12041,4989.0,17352.0,12363.0,998.0,3470.0,2473.0,1845,1462,383
12046,4802.0,7382.0,2580.0,369.0,568.0,198.0,971,609,362
12048,1144.0,1915.0,772.0,163.0,274.0,110.0,215,137,78
12049,1090.0,2682.0,1592.0,84.0,229.0,145.0,321,236,85
12053,1349.0,3867.0,2518.0,104.0,297.0,194.0,507,391,116
12055,5527.0,12269.0,6742.0,425.0,944.0,519.0,1310,924,386
12058,1367.0,3330.0,1963.0,124.0,256.0,132.0,416,311,105
12067,2641.0,3271.0,630.0,222.0,273.0,50.0,500,286,214
12072,2295.0,2930.0,635.0,287.0,366.0,79.0,446,255,191
12073,1869.0,4621.0,2752.0,144.0,355.0,212.0,488,359,129
12075,850.0,2476.0,1626.0,77.0,225.0,148.0,293,229,64
12077,3162.0,10492.0,7329.0,247.0,807.0,560.0,1246,994,252
12086,3624.0,6493.0,2868.0,279.0,499.0,221.0,739,489,250
12091,1323.0,5447.0,4124.0,132.0,545.0,412.0,657,541,116
12092,1030.0,1559.0,529.0,108.0,120.0,12.0,218,134,84
12095,1683.0,3044.0,1360.0,129.0,234.0,105.0,341,225,116
12096,1744.0,3742.0,1997.0,134.0,288.0,154.0,474,333,141
12097,311.0,1114.0,803.0,31.0,153.0,122.0,123,98,25
12098,1301.0,2429.0,1128.0,108.0,202.0,94.0,305,206,99
12101,1271.0,4858.0,3587.0,141.0,573.0,431.0,520,424,96
12103,1050.0,3098.0,2048.0,81.0,238.0,158.0,376,289,87
12104,2033.0,4844.0,2812.0,156.0,373.0,216.0,568,415,153
12105,147.0,697.0,550.0,40.0,139.0,99.0,89,75,14
12106,1284.0,2647.0,1362.0,161.0,331.0,170.0,370,258,112
12107,5395.0,13335.0,7940.0,415.0,1026.0,611.0,1670,1239,431
12108,2286.0,6834.0,4548.0,191.0,569.0,379.0,800,616,184
12110,2459.0,4098.0,1639.0,189.0,315.0,126.0,474,307,167
12112,944.0,2417.0,1473.0,79.0,201.0,123.0,270,200,70
12113,1110.0,4061.0,2952.0,92.0,338.0,246.0,555,452,103
12116,738.0,2674.0,1936.0,123.0,446.0,323.0,311,248,63
12117,808.0,1237.0,429.0,73.0,131.0,58.0,158,97,61
12119,2671.0,5746.0,3076.0,205.0,442.0,237.0,615,436,179
12124,706.0,2091.0,1385.0,54.0,175.0,121.0,234,181,53
12127,2261.0,5370.0,3109.0,191.0,413.0,222.0,616,447,169
12130,2116.0,3794.0,1677.0,423.0,759.0,335.0,480,332,148
12131,359.0,1042.0,683.0,30.0,87.0,57.0,114,85,29
12136,1905.0,4678.0,2773.0,272.0,668.0,396.0,545,397,148
12137,1944.0,4768.0,2824.0,150.0,388.0,239.0,548,398,150
12139,2526.0,5399.0,2873.0,421.0,900.0,479.0,625,437,188
12142,3048.0,6137.0,3089.0,234.0,472.0,238.0,765,528,237
12143,4044.0,9212.0,5168.0,311.0,709.0,398.0,968,701,267
12149,1881.0,4223.0,2342.0,269.0,603.0,335.0,583,417,166
12150,1358.0,1834.0,475.0,104.0,141.0,37.0,250,151,99
12154,2054.0,5667.0,3613.0,158.0,436.0,278.0,674,513,161
12161,175.0,657.0,482.0,35.0,105.0,70.0,67,54,13
12281,1986.0,4963.0,2977.0,153.0,382.0,229.0,539,396,143
12287,1042.0,3078.0,2037.0,80.0,237.0,157.0,354,271,83
12289,2759.0,6225.0,3466.0,212.0,479.0,267.0,743,533,210
12290,4666.0,9882.0,5215.0,359.0,760.0,401.0,1137,782,355
12293,1480.0,3005.0,1526.0,114.0,231.0,117.0,352,240,112
12294,5213.0,11308.0,6095.0,401.0,870.0,469.0,1362,961,401
12296,87.0,156.0,70.0,11.0,145.0,134.0,24,13,11
12301,2784.0,5448.0,2664.0,214.0,419.0,205.0,657,444,213
12303,355.0,705.0,350.0,36.0,75.0,40.0,97,66,31
12304,2641.0,3627.0,986.0,203.0,279.0,76.0,492,289,203
12305,3292.0,4869.0,1577.0,253.0,375.0,121.0,612,374,238
12306,1628.0,2313.0,686.0,163.0,231.0,69.0,326,199,127
12309,1662.0,3973.0,2311.0,128.0,306.0,178.0,449,326,123
12315,2424.0,4151.0,1727.0,202.0,346.0,144.0,529,342,187
12317,1463.0,3898.0,2435.0,133.0,354.0,221.0,448,338,110
12318,372.0,468.0,96.0,74.0,94.0,19.0,78,45,33
12320,262.0,1115.0,853.0,22.0,86.0,64.0,123,102,21
12321,1307.0,2810.0,1502.0,109.0,234.0,125.0,355,247,108
12325,395.0,2169.0,1774.0,39.0,258.0,219.0,300,262,38
12326,3333.0,9595.0,6262.0,256.0,738.0,482.0,1104,843,261
12327,790.0,1969.0,1178.0,76.0,151.0,76.0,255,187,68
12328,703.0,1764.0,1061.0,59.0,147.0,88.0,242,179,63
12330,6366.0,13858.0,7492.0,490.0,1066.0,576.0,1586,1126,460
12331,2492.0,7495.0,5004.0,192.0,577.0,385.0,874,678,196
12347,1592.0,6294.0,4702.0,122.0,484.0,362.0,678,563,115
12351,1216.0,3114.0,1899.0,304.0,779.0,475.0,366,268,98
12352,414.0,1811.0,1397.0,46.0,255.0,209.0,222,183,39
12356,2069.0,4653.0,2584.0,296.0,665.0,369.0,587,419,168
12357,1485.0,2379.0,894.0,114.0,183.0,69.0,363,231,132
12358,2312.0,4656.0,2345.0,196.0,388.0,192.0,597,417,180
12360,2817.0,4835.0,2018.0,217.0,372.0,155.0,692,459,233
12362,864.0,2061.0,1196.0,144.0,343.0,199.0,252,187,65
12363,1599.0,3441.0,1842.0,267.0,574.0,307.0,376,265,111
12365,636.0,1396.0,760.0,49.0,107.0,58.0,186,131,55
12366,2334.0,5772.0,3437.0,180.0,444.0,264.0,668,491,177
12367,3361.0,6061.0,2700.0,259.0,466.0,208.0,686,455,231
12369,5220.0,9218.0,3997.0,1044.0,1844.0,799.0,1401,909,492
12370,3496.0,6174.0,2678.0,269.0,475.0,206.0,756,494,262
12371,5714.0,16342.0,10628.0,816.0,2335.0,1518.0,2000,1516,484
12373,780.0,1708.0,928.0,111.0,244.0,133.0,216,151,65
12375,562.0,1536.0,974.0,53.0,118.0,65.0,186,141,45
12379,1823.0,7367.0,5544.0,140.0,567.0,426.0,827,676,151
12382,1642.0,2230.0,587.0,149.0,203.0,53.0,313,186,127
12383,2224.0,5624.0,3400.0,171.0,433.0,262.0,618,459,159
12385,1918.0,1926.0,8.0,213.0,214.0,1.0,279,139,140
12386,1295.0,4491.0,3196.0,118.0,408.0,291.0,549,434,115
12389,2269.0,3762.0,1494.0,189.0,314.0,124.0,466,296,170
12390,2428.0,4902.0,2474.0,187.0,377.0,190.0,648,448,200
12393,473.0,1497.0,1024.0,126.0,190.0,64.0,157,124,33
12398,2992.0,8434.0,5442.0,230.0,649.0,419.0,951,741,210
12400,186.0,308.0,122.0,21.0,59.0,39.0,40,25,15
12401,6588.0,18022.0,11434.0,599.0,1638.0,1039.0,2000,1496,504
12403,1408.0,2642.0,1234.0,282.0,528.0,247.0,370,246,124
12406,740.0,2888.0,2148.0,82.0,321.0,239.0,343,278,65
12407,1572.0,2183.0,611.0,131.0,182.0,51.0,304,190,114
12410,942.0,1281.0,338.0,135.0,183.0,48.0,179,106,73
12411,1029.0,3120.0,2090.0,79.0,240.0,161.0,381,296,85
12413,1354.0,2662.0,1308.0,226.0,444.0,218.0,331,227,104
12414,2686.0,4239.0,1554.0,207.0,326.0,120.0,560,350,210
12415,624.0,784.0,160.0,156.0,196.0,40.0,121,70,51
12417,7202.0,15479.0,8276.0,554.0,1191.0,637.0,1715,1213,502
12418,2102.0,4016.0,1914.0,162.0,309.0,147.0,478,320,158
12421,631.0,1864.0,1233.0,54.0,143.0,89.0,221,172,49
12422,995.0,4021.0,3026.0,83.0,335.0,252.0,516,428,88
12424,2559.0,4578.0,2018.0,233.0,416.0,183.0,594,385,209
12425,552.0,1618.0,1066.0,46.0,135.0,89.0,210,161,49
12428,2945.0,8642.0,5697.0,272.0,786.0,513.0,1017,776,241
12429,2673.0,5727.0,3054.0,206.0,441.0,235.0,693,494,199
12432,217.0,822.0,605.0,18.0,63.0,45.0,97,79,18
12438,633.0,2593.0,1959.0,49.0,199.0,151.0,327,269,58
12441,1746.0,8915.0,7170.0,134.0,686.0,552.0,893,760,133
12442,239.0,326.0,87.0,60.0,81.0,22.0,49,29,20
12443,3150.0,18149.0,14999.0,394.0,2269.0,1875.0,2000,1738,262
12445,1408.0,4246.0,2838.0,108.0,327.0,218.0,458,355,103
12447,1938.0,4448.0,2510.0,149.0,342.0,193.0,570,413,157
12450,3169.0,3409.0,240.0,244.0,262.0,18.0,553,298,255
12453,662.0,1041.0,379.0,95.0,149.0,54.0,134,83,51
12454,1325.0,3190.0,1865.0,189.0,456.0,266.0,434,306,128
12455,1221.0,4550.0,3329.0,122.0,455.0,333.0,528,433,95
12457,1942.0,3880.0,1938.0,149.0,298.0,149.0,488,342,146
12460,3487.0,4570.0,1084.0,268.0,352.0,83.0,637,395,242
12461,645.0,1087.0,442.0,59.0,99.0,40.0,139,89,50
12465,1539.0,3150.0,1611.0,118.0,242.0,124.0,366,255,111
12466,225.0,371.0,145.0,25.0,43.0,18.0,50,31,19
12468,992.0,2351.0,1359.0,165.0,392.0,227.0,323,237,86
12473,1342.0,2491.0,1149.0,103.0,192.0,88.0,296,197,99
12475,3592.0,16113.0,12521.0,276.0,1239.0,963.0,1790,1499,291
12481,999.0,2455.0,1456.0,111.0,273.0,162.0,340,254,86
12483,1065.0,4604.0,3540.0,97.0,419.0,322.0,545,450,95
12484,3705.0,3957.0,251.0,285.0,304.0,19.0,590,312,278
12485,199.0,719.0,520.0,54.0,144.0,90.0,75,60,15
12488,967.0,1889.0,922.0,82.0,157.0,76.0,247,168,79
12491,1392.0,2146.0,755.0,139.0,215.0,75.0,285,178,107
12494,2002.0,3742.0,1740.0,154.0,288.0,134.0,477,316,161
12495,1556.0,3379.0,1824.0,120.0,260.0,140.0,454,322,132
12496,3001.0,4991.0,1990.0,231.0,384.0,153.0,665,432,233
12497,551.0,1132.0,581.0,42.0,88.0,46.0,135,91,44
12498,655.0,1339.0,684.0,60.0,122.0,62.0,191,131,60
12501,1249.0,5138.0,3889.0,101.0,395.0,294.0,580,484,96
12503,1364.0,3397.0,2033.0,105.0,261.0,156.0,410,298,112
12507,687.0,1775.0,1089.0,55.0,137.0,82.0,215,159,56
12508,2463.0,5187.0,2724.0,189.0,399.0,210.0,674,468,206
12510,451.0,855.0,404.0,39.0,66.0,26.0,140,100,40
12511,4368.0,13102.0,8735.0,336.0,1008.0,672.0,1400,1083,317
12512,716.0,1806.0,1091.0,60.0,159.0,99.0,178,128,50
12515,748.0,2086.0,1338.0,75.0,209.0,134.0,247,186,61
12516,2167.0,6212.0,4045.0,167.0,478.0,311.0,708,548,160
12518,1821.0,2392.0,571.0,140.0,184.0,44.0,329,192,137
12519,430.0,1482.0,1052.0,35.0,114.0,79.0,188,149,39
12520,1559.0,4394.0,2835.0,120.0,338.0,218.0,429,329,100
12523,848.0,1366.0,518.0,121.0,195.0,74.0,176,110,66
12525,1983.0,6783.0,4800.0,153.0,522.0,369.0,802,640,162
12527,427.0,1958.0,1531.0,54.0,390.0,336.0,186,153,33
12655,9522.0,38889.0,29368.0,732.0,2991.0,2259.0,3810,3121,689
12657,239.0,505.0,267.0,21.0,39.0,18.0,72,50,22
12658,1870.0,3092.0,1222.0,156.0,258.0,102.0,418,269,149
12659,4185.0,10891.0,6706.0,322.0,838.0,516.0,1386,1038,348
12660,3842.0,3679.0,-163.0,384.0,368.0,-16.0,624,311,313
12661,1444.0,2745.0,1301.0,111.0,211.0,100.0,363,242,121
12667,1122.0,1841.0,719.0,86.0,142.0,55.0,237,155,82
12669,2958.0,6693.0,3735.0,228.0,515.0,287.0,717,505,212
12675,7973.0,29052.0,21079.0,886.0,3228.0,2342.0,3200,2568,632
12679,9666.0,16939.0,7273.0,1208.0,2117.0,909.0,2217,1452,765
12684,2554.0,7112.0,4559.0,196.0,547.0,351.0,759,574,185
12688,3006.0,7862.0,4855.0,231.0,605.0,373.0,971,731,240
12693,348.0,916.0,568.0,174.0,458.0,284.0,98,72,26
12699,2506.0,5372.0,2867.0,228.0,488.0,260.0,664,461,203
12702,4976.0,10016.0,5040.0,415.0,835.0,420.0,1219,834,385
12705,3651.0,7272.0,3621.0,304.0,606.0,302.0,1020,710,310
12708,2412.0,5904.0,3492.0,186.0,454.0,269.0,715,527,188
12710,1010.0,2178.0,1168.0,86.0,181.0,96.0,277,192,85
12717,3755.0,4160.0,405.0,289.0,320.0,31.0,568,300,268
12719,794.0,3028.0,2234.0,88.0,336.0,248.0,367,299,68
12720,743.0,3342.0,2600.0,93.0,418.0,325.0,388,323,65
12721,1467.0,2345.0,878.0,123.0,180.0,57.0,312,199,113
12722,812.0,2081.0,1270.0,118.0,260.0,142.0,252,189,63
12724,1159.0,1744.0,584.0,166.0,249.0,83.0,226,140,86
12733,1413.0,4228.0,2816.0,128.0,384.0,256.0,548,416,132
12734,1857.0,6351.0,4494.0,157.0,489.0,331.0,758,602,156
12736,2045.0,6057.0,4012.0,157.0,466.0,309.0,716,552,164
12741,7603.0,24182.0,16579.0,585.0,1860.0,1275.0,2563,1994,569
12742,249.0,885.0,636.0,28.0,107.0,80.0,105,83,22
12743,569.0,2381.0,1813.0,57.0,238.0,181.0,270,226,44
12744,982.0,2166.0,1184.0,85.0,167.0,82.0,260,184,76
12747,4790.0,11843.0,7053.0,368.0,911.0,543.0,1453,1089,364
12748,550.0,647.0,97.0,47.0,54.0,6.0,91,49,42
12751,1497.0,4982.0,3484.0,125.0,415.0,290.0,581,462,119
12752,888.0,3880.0,2992.0,74.0,323.0,249.0,419,351,68
12753,2359.0,7575.0,5216.0,181.0,583.0,401.0,880,681,199
12754,1049.0,2579.0,1530.0,81.0,198.0,118.0,311,228,83
12756,1551.0,5362.0,3811.0,119.0,412.0,293.0,626,500,126
12759,852.0,2777.0,1925.0,71.0,231.0,160.0,343,272,71
12760,1215.0,4429.0,3215.0,405.0,1476.0,1072.0,458,369,89
12761,1317.0,4337.0,3020.0,101.0,334.0,232.0,451,355,96
12762,356.0,849.0,493.0,59.0,141.0,82.0,108,76,32
12763,1994.0,2939.0,945.0,171.0,245.0,74.0,376,228,148
12764,3585.0,6605.0,3020.0,276.0,508.0,232.0,683,456,227
12769,343.0,1403.0,1060.0,49.0,128.0,78.0,139,114,25
12770,1662.0,3508.0,1846.0,130.0,270.0,140.0,467,332,135
12771,1757.0,7539.0,5782.0,135.0,580.0,445.0,827,693,134
12772,4005.0,8951.0,4946.0,308.0,689.0,380.0,1122,804,318
12774,2128.0,5157.0,3029.0,213.0,516.0,303.0,685,500,185
12776,1348.0,3725.0,2378.0,104.0,287.0,183.0,476,364,112
12777,839.0,2090.0,1251.0,84.0,174.0,90.0,269,197,72
12779,1516.0,4180.0,2664.0,117.0,322.0,205.0,419,316,103
12781,626.0,2453.0,1827.0,209.0,818.0,609.0,259,214,45
12782,5555.0,12635.0,7080.0,427.0,972.0,545.0,1413,1010,403
12783,10691.0,14082.0,3391.0,1336.0,1760.0,424.0,2000,1141,859
12789,1862.0,3192.0,1330.0,143.0,246.0,102.0,507,309,198
12791,769.0,3673.0,2903.0,77.0,283.0,206.0,427,367,60
12793,1519.0,4460.0,2941.0,117.0,343.0,226.0,553,432,121
12795,1041.0,1823.0,783.0,80.0,140.0,60.0,253,168,85
12796,1789.0,7976.0,6187.0,138.0,614.0,476.0,942,784,158
12797,3541.0,4820.0,1279.0,293.0,371.0,78.0,652,386,266
12799,1109.0,2227.0,1118.0,222.0,445.0,224.0,271,184,87
12801,3343.0,5858.0,2515.0,669.0,1172.0,503.0,748,494,254
12802,969.0,1188.0,220.0,194.0,238.0,44.0,179,108,71
12804,830.0,1838.0,1008.0,107.0,231.0,124.0,226,156,70
12806,1449.0,3281.0,1832.0,161.0,365.0,204.0,429,309,120
12811,3315.0,7138.0,3823.0,276.0,595.0,319.0,814,571,243
12812,613.0,2701.0,2088.0,51.0,225.0,174.0,294,243,51
12814,706.0,1856.0,1151.0,55.0,143.0,88.0,207,152,55
12817,1522.0,3753.0,2231.0,117.0,289.0,172.0,482,355,127
12822,676.0,1718.0,1042.0,56.0,143.0,87.0,223,166,57
12824,977.0,1844.0,867.0,348.0,231.0,-118.0,256,180,76
12833,978.0,1892.0,915.0,75.0,146.0,70.0,268,184,84
12834,4070.0,7173.0,3103.0,313.0,552.0,239.0,789,523,266
12836,3174.0,7755.0,4581.0,244.0,597.0,352.0,1111,819,292
12839,4896.0,8511.0,3615.0,377.0,655.0,278.0,1030,673,357
12843,523.0,2652.0,2129.0,52.0,265.0,213.0,288,247,41
12844,1704.0,5747.0,4043.0,131.0,442.0,311.0,668,534,134
12847,2042.0,4933.0,2891.0,157.0,379.0,222.0,659,481,178
12851,1405.0,4291.0,2887.0,156.0,477.0,321.0,474,369,105
12853,475.0,1102.0,627.0,39.0,89.0,50.0,134,95,39
12856,1045.0,2149.0,1104.0,87.0,179.0,92.0,254,176,78
12860,1611.0,2155.0,544.0,134.0,180.0,45.0,310,182,128
12996,6743.0,14467.0,7724.0,519.0,1113.0,594.0,2009,1464,545
12998,4753.0,12068.0,7315.0,366.0,928.0,563.0,1450,1076,374
13001,4087.0,10530.0,6443.0,314.0,810.0,496.0,1155,861,294
13002,4635.0,6669.0,2033.0,357.0,513.0,156.0,960,589,371
13003,3757.0,8153.0,4396.0,289.0,627.0,338.0,1008,711,297
13004,4927.0,9140.0,4213.0,448.0,871.0,422.0,1059,711,348
13005,1464.0,3486.0,2023.0,113.0,268.0,155.0,425,319,106
13011,2905.0,3735.0,831.0,223.0,287.0,64.0,536,313,223
13016,190.0,204.0,14.0,38.0,41.0,3.0,34,18,16
13018,3073.0,5145.0,2072.0,236.0,396.0,159.0,584,377,207
13019,790.0,1464.0,674.0,66.0,122.0,56.0,183,124,59
13020,2569.0,6447.0,3878.0,198.0,496.0,298.0,790,588,202
13021,2170.0,2389.0,219.0,181.0,199.0,18.0,357,211,146
13022,1885.0,5516.0,3630.0,145.0,424.0,279.0,631,490,141
13024,4973.0,9770.0,4797.0,414.0,814.0,400.0,1334,908,426
13027,5323.0,12532.0,7208.0,409.0,964.0,554.0,1620,1164,456
13032,2150.0,3818.0,1668.0,165.0,294.0,128.0,468,309,159
13035,1384.0,6470.0,5086.0,111.0,498.0,387.0,681,573,108
13038,758.0,1987.0,1229.0,63.0,194.0,131.0,233,174,59
13040,4803.0,18736.0,13933.0,369.0,1441.0,1072.0,2033,1653,380
13042,814.0,1889.0,1075.0,68.0,157.0,90.0,222,163,59
13045,1857.0,2124.0,266.0,310.0,354.0,44.0,288,155,133
13048,4410.0,12488.0,8079.0,339.0,961.0,621.0,1487,1143,344
13050,3862.0,10246.0,6384.0,297.0,788.0,491.0,1220,912,308
13053,1302.0,2160.0,858.0,111.0,166.0,55.0,340,227,113
13054,1632.0,2816.0,1184.0,130.0,217.0,87.0,362,237,125
13057,2099.0,5969.0,3870.0,161.0,459.0,298.0,697,522,175
13058,7459.0,21482.0,14023.0,574.0,1652.0,1079.0,2379,1811,568
13061,1618.0,4764.0,3146.0,124.0,366.0,242.0,559,430,129
13063,849.0,3400.0,2551.0,65.0,262.0,196.0,373,307,66
13065,663.0,828.0,165.0,95.0,175.0,80.0,124,71,53
13066,2794.0,6253.0,3459.0,215.0,481.0,266.0,720,516,204
13068,2615.0,5110.0,2495.0,201.0,393.0,192.0,599,414,185
13072,892.0,2113.0,1221.0,99.0,235.0,136.0,246,175,71
13075,4939.0,11883.0,6944.0,706.0,1698.0,992.0,1452,1054,398
13080,791.0,1533.0,742.0,61.0,118.0,57.0,205,142,63
13086,2035.0,2885.0,850.0,157.0,222.0,65.0,356,210,146
13089,6418.0,16376.0,9957.0,917.0,2339.0,1422.0,2000,1472,528
13091,661.0,2719.0,2058.0,51.0,209.0,158.0,297,244,53
13093,2488.0,5121.0,2633.0,191.0,394.0,203.0,682,481,201
13101,613.0,905.0,291.0,62.0,121.0,59.0,133,80,53
13116,3591.0,8122.0,4532.0,276.0,625.0,349.0,953,687,266
13118,4358.0,9397.0,5038.0,335.0,723.0,388.0,1190,840,350
13120,295.0,1894.0,1599.0,74.0,473.0,400.0,223,197,26
13121,1427.0,3728.0,2301.0,110.0,287.0,177.0,449,335,114
13122,11743.0,30854.0,19111.0,1305.0,3428.0,2123.0,3378,2481,897
13125,4589.0,10997.0,6409.0,353.0,846.0,493.0,1306,939,367
13126,2629.0,4973.0,2345.0,202.0,383.0,180.0,566,376,190
13128,3078.0,5666.0,2588.0,237.0,436.0,199.0,727,487,240
13133,3239.0,5234.0,1995.0,270.0,445.0,175.0,660,419,241
13134,936.0,2925.0,1989.0,72.0,225.0,153.0,350,271,79
13136,1577.0,3581.0,2004.0,121.0,275.0,154.0,451,321,130
13141,564.0,2267.0,1704.0,84.0,206.0,122.0,223,182,41
13146,1407.0,3269.0,1862.0,117.0,272.0,155.0,374,271,103
13157,3051.0,10747.0,7696.0,254.0,896.0,641.0,1280,1015,265
13159,3222.0,10740.0,7518.0,248.0,826.0,578.0,1237,981,256
13160,1097.0,3242.0,2146.0,85.0,261.0,176.0,371,286,85
13161,2734.0,6272.0,3538.0,210.0,482.0,272.0,723,514,209
13164,609.0,1846.0,1238.0,51.0,154.0,103.0,222,171,51
13168,2223.0,4660.0,2436.0,371.0,793.0,423.0,553,382,171
13169,2253.0,4152.0,1899.0,173.0,319.0,146.0,519,349,170
13182,15459.0,26845.0,11387.0,1189.0,2065.0,876.0,2971,1905,1066
13183,664.0,2094.0,1431.0,58.0,164.0,106.0,224,175,49
13184,6849.0,6506.0,-344.0,527.0,500.0,-26.0,1061,573,488
13187,1483.0,5155.0,3672.0,135.0,469.0,334.0,543,429,114
13299,3975.0,22280.0,18304.0,497.0,2785.0,2288.0,2000,1737,263
13303,2093.0,4474.0,2380.0,161.0,344.0,183.0,553,387,166
13311,102.0,267.0,165.0,37.0,114.0,77.0,31,23,8
13312,2628.0,5742.0,3114.0,202.0,442.0,240.0,740,520,220
13318,5236.0,7510.0,2274.0,403.0,578.0,175.0,1051,632,419
