userid,2157-03,2157-04,2157-05,2157-06,2157-07,2157-08,2157-09,2157-10,2157-11,2157-12,2158-01,2158-02,2158-03,2158-06,2158-08
31590,,,,,,,,,18.454394,18.439534,19.890928,,,,
31592,,,,,,,,,20.275875,,18.428874,,,,
31593,,,,,,,0.0,,,,19.608865,,,,
31594,,,,,,,19.98678,19.98678,,,,,,,
31595,,,,,,,,19.971271,21.233961,,0.0,,,,
31596,,,,,,,,18.753827,19.105858,,,,,,
31597,,,,,,,,,41.086439,,,,,,
31598,,,,,,0.0,19.673525,18.86245,17.776714,17.844654,18.576823,,,,
31599,,,,,,,,,20.558995,20.322434,20.351885,,,,
31600,,,,,,18.801068,19.592271,19.696339,38.868839,36.41584,37.903946,37.401655,0.0,,
31601,,,,,,18.580735,17.145922,34.536068,34.589954,35.806781,53.54239,14.876384,,,
31602,,,,,,18.256694,18.28293,,19.816547,18.337878,20.215103,,,,
31603,,,,,,,50.118868,49.89582,50.197685,,,,,,
31604,,,,,,16.12784,34.311758,53.998259,33.553884,17.466741,,,,,
31605,,,,,,,19.433416,39.204805,19.72148,,,,,,
31606,,,,,,,18.152506,17.797712,17.328193,,,,,,
31607,,,,,,18.362912,56.763801,55.563079,55.908752,38.085629,38.061341,57.408131,,,
31608,,,,,,,,,,19.464437,16.439053,,,,
31609,,,,,,18.121721,,19.05452,,,,,,,
31610,,,,,,,,,,17.395669,,,,,
31611,,,,,,,,,19.073311,,,,,,
31612,,,,,,,,19.494988,,,,,,,
31613,,,,,,,19.803077,20.443378,,19.539407,19.992699,40.409356,,,
31614,,,,,,,0.0,0.0,,0.0,,,,,
31615,,,,,,,,,,19.764246,,,,,
31616,,,,,,,,,,,18.305199,18.305199,,,
31617,,,,,,,19.728817,19.572892,19.621424,19.713802,20.000159,20.052439,,,
31618,,,,,,20.640132,0.0,20.769892,0.0,20.473038,20.518803,0.0,20.199621,,
31619,,,,,,,,,20.252396,,,,,,
31620,,,,,,38.636042,57.938574,76.850128,57.168839,76.922586,39.873891,,,,
31621,,,,,,,,,,22.182915,22.359281,21.887631,,,
31622,,,,,,17.196215,118.656031,116.177837,78.695896,,,,,,
31623,,,,,,0.0,0.0,18.968654,,,,,,,
31624,,,,,,,,,42.560715,,,,,,
31625,,,,,,,,19.157807,,,,,,,
31626,,,,,,,,0.0,0.0,,,,19.930449,,
31627,,,,,,,0.0,,,,,,,,
31628,,,,,,,,0.0,,,,,,,
31629,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
31630,,,,,,,,,20.19069,,,,,,
31631,,,,,,16.766939,35.2126,33.520238,,,,,,,
31632,,,,,,,41.684383,41.815771,41.910579,41.462105,,,,,
31633,,,,,,,,,,0.0,0.0,0.0,0.0,,
31634,,,,,,62.821368,80.141251,102.963344,81.225514,100.881367,20.581828,,,,
31635,,,,,,21.024971,100.966864,82.587356,100.746504,102.325439,,,,,
31636,,,,,,,,0.0,,,,,,,
31637,,,,,,0.0,0.0,0.0,,,,,,,
31638,,,,,,,,,21.35481,40.058085,39.72195,21.382843,,,
31639,,,,,,,40.8238,41.253555,40.885131,40.942787,,,,,
31640,,,,,,,,0.0,0.0,,,,,,
31641,,,,,,,,,20.1396,20.505927,20.667507,20.894322,20.473198,,
31642,,,,,,0.0,0.0,0.0,19.300041,,,,,,
31643,,,,,,,16.994007,39.40798,18.491456,,,,,,
31644,,,,,,,,,,20.468052,20.468052,20.660823,,,
31645,,,,,,,,0.0,,0.0,0.0,0.0,,,
31646,,,,,,17.662144,17.662144,,,,,,,,
31647,,,,,,,0.0,19.727194,40.199643,38.562267,39.103004,19.818178,,,
31648,,,,,,,60.941607,57.485629,59.491027,40.999211,41.265117,39.635663,,,
31649,,,,,,,18.710445,58.09939,38.325512,55.91318,76.471266,56.156164,19.566872,,
31650,,,,,,21.138857,82.025125,62.566296,41.774909,83.13854,19.951272,,,,
31651,,,,,,,,,,18.361833,,,,,
31652,,,,,,,,,,0.0,0.0,0.0,,,
31653,,,,,,,42.959548,41.003947,43.059747,42.518145,,,,,
31654,,,,,,,19.571509,18.371783,40.46928,,,,,,
31655,,,,,,19.364859,31.273907,53.86307,50.149042,49.472241,15.433759,,,,
31656,,,,,,,,19.938913,,,,,,,
31658,,,,,,16.602269,14.936855,35.749557,17.339431,,,,,,
31659,,,,,,,,,22.370927,23.086632,20.604545,20.004038,,,
31660,,,,,,,17.828676,17.803234,16.033314,17.670344,19.606149,,,,
31661,,,,,,,16.401844,16.68759,19.543701,,,,,,
31662,,,,,,,18.099909,18.990921,20.055682,20.068782,20.796908,20.296208,,,
31663,,,,,,62.588989,159.700715,159.740605,79.419954,,,,,,
31664,,,,,,,19.455767,19.460445,19.460445,19.366336,19.952135,,,,
31665,,,,,,,,0.0,0.0,,,,,,
31666,,,,,,17.860578,55.211041,55.124971,,,,,,,
31667,,,,,,,0.0,0.0,0.0,0.0,,,,,
31668,,,,,,,36.050741,38.048112,35.610552,38.289758,36.905354,18.020173,18.111202,,
31669,,,,,,15.584272,17.801099,17.770158,16.073545,,,,,,
31670,,,,,,,,20.060277,77.118981,,,,,,
31671,,,,,,,0.0,0.0,0.0,0.0,,,,,
31672,,,,,,,,21.452875,,,,,,,
31674,,,,,,18.689142,18.010699,17.98852,,,,,,,
31675,,,,,,,,19.717034,17.976479,17.449011,90.528011,84.365148,16.264797,,
31676,,,,,,30.235162,53.655483,52.891976,22.005687,,,,,,
31677,,,,,,0.0,19.475531,20.707675,20.038479,,,,,,
31678,,,,,,,,19.460445,19.475668,19.446823,19.480689,,,,
31679,,,,,,,,,14.504298,19.72157,,,,,
31681,,,,,,17.74459,33.631525,52.153016,51.299043,52.582509,35.909753,,,,
31682,,,,,,,,,0.0,0.0,,,,,
31683,,,,,,,35.923627,36.052017,36.568858,37.933401,,,,,
31684,,,,,,,38.670408,37.22976,37.542864,40.588477,40.139919,,,,
31685,,,,,,,,,19.761315,19.736768,,,,,
31686,,,,,,,19.460445,33.359185,41.878688,21.212539,17.81986,,,,
31687,,,,,,,,,,20.909729,,,,,
31688,,,,,,,0.0,18.932496,19.416291,20.686904,18.239981,18.058401,0.0,,
31689,,,,,,,,,0.0,0.0,,,,,
31690,,,,,,0.0,0.0,0.0,,0.0,,,,,
31691,,,,,,,,19.902343,19.139725,19.438881,,36.914274,,,
31692,,,,,,,,,,,,,0.0,,
31693,,,,,,,21.219543,19.621863,17.592819,17.988782,17.742493,,,,
31694,,,,,,40.027262,55.784461,58.008009,40.558963,,,,,,
31695,,,,,,21.265814,44.668599,42.505852,64.615973,75.460994,75.129361,39.270266,,,
31696,,,,,,15.174456,15.811043,34.839046,,35.664515,,,,,
31697,,,,,,19.2509,77.527956,75.03787,,,,,,,
31698,,,,,,0.0,40.510923,20.899844,20.246759,,,,,,
31699,,,,,,,,,,0.0,0.0,,,,
31700,,,,,,,19.465257,20.058213,20.128987,20.214087,20.257076,,,,
31701,,,,,,,16.175429,16.007428,0.0,15.941252,15.682953,,,,
31702,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
31703,,,,,,,,,,,20.320597,,,,
31704,,,,,,,,,,0.0,0.0,0.0,,,
31705,,,,,,,22.4672,21.194858,20.771746,22.185086,17.909512,20.75501,,,
31706,,,,,,,,20.73938,0.0,,,,,,
31707,,,,,,19.524583,19.325007,16.851471,,,,,,,
31708,,,,,,19.934992,19.843764,21.081715,,,,,,,
31709,,,,,,,,,0.0,,0.0,0.0,,,
31710,,,,,,,17.97874,19.924414,20.723784,,,,,,
31711,,,,,,,52.94084,51.651503,48.583202,55.154474,,,,,
31712,,,,,,20.44949,20.441649,15.143457,,,,,,,
31713,,,,,,20.688156,21.100519,20.840466,,,,,,,
31714,,,,,,0.0,0.0,19.433759,17.555674,16.483338,19.55571,17.704111,18.407752,,
31715,,,,,,21.173496,103.305566,83.423985,41.500953,,,,,,
31717,,,,,,,21.173858,21.3869,40.78253,61.053794,,,,,
31718,,,,,,,0.0,0.0,0.0,0.0,0.0,19.603153,,,
31719,,,,,,,,,0.0,,,,,,
31720,,,,,,,,,41.714333,,,,,,
31721,,,,,,,,,0.0,,,,,,
31722,,,,,,,,21.328335,21.539871,,,,,,
31723,,,,,,,39.181422,39.258913,41.235483,41.226691,20.624992,,,,
31724,,,,,,,0.0,0.0,,,,,,,
31725,,,,,,,,,,21.742187,21.625711,20.223392,,,
31726,,,,,,17.57019,,18.03638,,18.293233,,,,,
31727,,,,,,36.758493,,39.370056,0.0,,,,,,
31728,,,,,,20.441024,0.0,18.29141,0.0,20.648898,17.711745,0.0,19.422051,,
31729,,,,,,19.136813,37.090229,34.974928,38.678294,0.0,,,,,
31730,,,,,,,,,20.384704,41.405985,,,,,
31731,,,,,,,,21.087718,21.217274,20.667014,20.422474,,,,
31732,,,,,,,,0.0,,0.0,,,0.0,,
31733,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
31734,,,,,,19.601635,19.929087,38.864255,38.243008,56.063047,39.622684,18.052777,36.536347,,
31735,,,,,,,,,33.209675,,,,,,
31736,,,,,,19.278123,19.274918,19.277323,19.458877,19.459444,19.011028,,,,
31737,,,,,,19.482461,60.43562,58.881743,59.30579,59.86266,59.29674,38.521459,,,
31738,,,,,,,,,20.002769,39.95003,19.937838,,,,
31739,,,,,,19.527568,58.196666,55.489466,55.328341,55.473445,55.747601,,,,
31740,,,,,,,18.63665,20.293527,18.2444,19.40513,,,,,
31741,,,,,,,20.052113,19.942871,,,,,,,
31742,,,,,,16.943098,17.652475,16.815839,18.416103,15.468477,,,,,
31743,,,,,,,17.66021,18.569099,19.510387,,,,,,
31745,,,,,,,,,,,,0.0,,,
31746,,,,,,18.422843,17.697079,17.960743,,,,,,,
31747,,,,,,,,18.831836,18.943434,19.633389,19.886677,40.018064,19.414457,,
31748,,,,,,,21.380966,21.391442,17.595706,,,,,,
31749,,,,,,36.693794,77.750368,94.250723,51.832224,,,,,,
31750,,,,,,,,,,21.180231,58.448755,21.325042,,,
31751,,,,,,,18.083216,17.201845,0.0,,,,,,
31752,,,,,,17.760955,51.511197,78.944873,78.780748,76.795147,,,,,
31753,,,,,,,,,19.292543,,,,,,
31754,,,,,,,21.069883,21.069883,21.04968,21.069883,,,,,
31755,,,,,,,,,0.0,19.105934,20.010282,18.24395,,,
31757,,,,,,,,,,,0.0,0.0,,,
31758,,,,,,,22.362227,22.392207,22.114391,,,,,,
31759,,,,,,,19.278923,19.257512,19.638033,19.87498,19.278123,,,,
31760,,,,,,0.0,39.626569,40.618811,41.504953,41.807456,,,,,
31761,,,,,,18.10734,19.406063,18.478023,19.765117,38.504783,35.077565,,,,
31762,,,,,,,36.742241,36.436267,37.106706,,,,,,
31763,,,,,,,,19.96997,,,,,,,
31764,,,,,,,,40.007812,59.011082,113.400816,111.050438,75.254972,,,
31765,,,,,,,19.781748,19.255673,19.429776,,,,,,
31766,,,,,,,,,19.720188,19.723268,,,,,
31767,,,,,,,21.201028,19.47963,,16.273068,16.597611,17.572109,19.75013,,
31768,,,,,,,,,,,16.27581,,,,
31769,,,,,,,20.342146,20.680776,20.282753,19.982582,20.850691,0.0,,,
31770,,,,,,,17.798784,19.245381,19.637047,19.561638,19.727789,19.863567,,,
31771,,,,,,17.79456,68.863988,37.177354,18.817351,,,,,,
31772,,,,,,,,,,19.633373,,,,,
31773,,,,,,,,,,19.460445,18.397682,,,,
31774,,,,,,,,,,0.0,,,,,
31775,,,,,,,0.0,0.0,0.0,,,,,,
31776,,,,,,0.0,0.0,0.0,0.0,,,,,,
31777,,,,,,,,,18.771927,,,,,,
31778,,,,,,,,,0.0,0.0,20.115232,20.33866,,,
31779,,,,,,,,,20.743167,20.656288,,,,,
31780,,,,,,,20.296393,20.307743,20.307743,20.310738,20.307743,20.307743,,,
31781,,,,,,19.782615,57.639,56.221411,37.176485,40.303601,39.954089,,,,
31782,,,,,,0.0,0.0,0.0,0.0,0.0,20.078811,,,,
31783,,,,,,19.99323,20.749495,19.676199,18.371783,,,20.0047,,,
31784,,,,,,,0.0,0.0,0.0,0.0,,,,,
31785,,,,,,,0.0,,,0.0,,,,,
31786,,,,,,,,,,42.264094,,,,,
31787,,,,,,51.981178,77.86797,113.902847,93.511328,96.497217,,,,,
31788,,,,,,0.0,38.356048,58.876974,,,,,,,
31789,,,,,,0.0,0.0,0.0,0.0,,,,,,
31790,,,,,,38.137168,81.292756,80.186247,40.467227,,,,,,
31791,,,,,,38.14824,57.373039,59.649026,59.593398,41.363125,38.763823,,,,
31792,,,,,,0.0,0.0,0.0,0.0,19.971051,18.51421,,,,
31793,,,,,,,,,,,,0.0,,,
31794,,,,,,,,,,19.032427,,,,,
31795,,,,,,32.598999,56.908564,58.485133,56.435129,16.694978,,,,,
31796,,,,,,,,,42.021983,,,,,,
31797,,,,,,19.558711,21.224944,20.830905,0.0,0.0,,,,,
31798,,,,,,,17.560588,19.423335,19.974888,,,,,,
31799,,,,,,,0.0,0.0,0.0,0.0,,,,,
31800,,,,,,,0.0,19.499621,15.790714,15.429075,15.431514,17.330832,,,
31801,,,,,,,,,18.997499,,,,,,
31803,,,,,,,0.0,0.0,22.322716,0.0,21.022986,,,,
31804,,,,,,19.124366,57.246531,36.042833,58.704453,57.621692,41.184531,60.497168,,,
31805,,,,,,,,36.467733,52.549645,50.667896,,,,,
31806,,,,,,,18.688997,17.741936,19.251467,18.931116,19.115746,,,,
31807,,,,,,,18.291711,17.939338,17.416062,17.580051,17.125578,18.335807,,,
31808,,,,,,21.13694,0.0,22.930699,0.0,19.506434,19.055615,,,,
31809,,,,,,,18.519768,20.003898,19.119981,19.34153,,,,,
31810,,,,,,20.975279,120.63014,119.565682,127.199089,118.892344,103.898445,43.340194,,,
31811,,,,,,,17.626988,0.0,0.0,0.0,,,,,
31812,,,,,,19.732371,20.536522,17.738603,,,,,,,
31813,,,,,,,14.48855,14.607668,14.753612,,,,,,
31814,,,,,,,0.0,20.009914,18.831211,18.883812,19.317433,19.141951,19.014434,,
31815,,,,,,,55.743745,57.041895,55.690067,37.965768,0.0,,,,
31816,,,,,,,0.0,0.0,0.0,,,,,,
31817,,,,,,0.0,0.0,19.975462,19.971271,19.971271,0.0,,,,
31818,,,,,,18.87866,,19.194742,,17.233122,36.886188,,,,
31819,,,,,,,21.179407,21.744092,20.79956,21.018028,40.050318,41.404823,,,
31820,,,,,,,,,17.34492,16.960222,17.256407,16.853551,,,
31821,,,,,,20.305283,19.622096,0.0,18.576855,18.357533,18.735883,,,,
31822,,,,,,0.0,13.888568,14.605531,14.612779,,,,,,
31823,,,,,,,21.137215,41.110167,41.276397,37.210202,,,,,
31824,,,,,,,,,19.966057,19.513986,,,,,
31825,,,,,,,,20.248129,42.498351,19.886214,,,,,
31826,,,,,,,20.356533,19.357304,36.587118,18.866286,38.765825,19.555755,18.172704,,
31828,,,,,,,15.896376,0.0,0.0,,,,,,
31829,,,,,,0.0,19.643458,38.343418,38.32275,38.808755,,,,,
31830,,,,,,,,,,17.754551,15.506558,16.876469,17.85833,,
31831,,,,,,,,,,0.0,20.771255,20.661404,,,
31832,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
31833,,,,,,,35.578065,30.501892,18.076308,,,,,,
31834,,,,,,,,21.691319,0.0,,,,,,
31835,,,,,,0.0,,0.0,,,,,,,
31836,,,,,,,20.121651,40.606049,0.0,40.714883,41.053144,41.473326,,,
31837,,,,,,,,,42.616237,,,,,,
31838,,,,,,,,,,,,17.669585,18.159117,,
31839,,,,,,21.766801,96.483673,96.218814,97.370024,92.715011,93.471191,72.744483,37.979749,,
31840,,,,,,,19.249547,19.260635,19.786333,19.434946,19.415388,0.0,0.0,,
31841,,,,,,,33.409717,19.792225,,,,,,,
31842,,,,,,,,,0.0,0.0,20.726828,,,,
31843,,,,,,0.0,79.904787,80.733153,61.365917,81.821318,81.482441,,,,
31844,,,,,,,15.424935,37.524266,57.568365,57.597444,55.042766,,,,
31845,,,,,,0.0,18.118333,0.0,,,,,,,
31846,,,,,,,17.781014,21.21277,20.147071,19.282115,20.478811,16.34653,18.42792,,
31847,,,,,,,,,19.00611,19.101396,,,,,
31848,,,,,,,,,0.0,0.0,0.0,,0.0,,
31849,,,,,,53.759858,132.829369,136.273195,115.605269,,,,,,
31850,,,,,,,38.964623,35.895964,35.591482,,,,,,
31851,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31852,,,,,,0.0,39.490031,39.544347,17.981845,,,,,,
31853,,,,,,20.659164,41.035879,41.38128,39.882581,,,,,,
31854,,,,,,,21.337872,41.026649,41.150291,41.22791,41.122055,21.358739,,,
31855,,,,,,19.232766,18.470893,19.358349,,,,,,,
31856,,,,,,36.788024,58.79683,52.740397,59.568949,56.880193,37.002609,,,,
31857,,,,,,,,19.386081,38.998376,36.093386,38.4847,,,,
31858,,,,,,,0.0,0.0,0.0,,,,,,
31859,,,,,,,,,0.0,0.0,,,,,
31860,,,,,,,0.0,0.0,0.0,,,,,,
31861,,,,,,,,0.0,0.0,0.0,0.0,,,,
31862,,,,,,,,,19.149744,,,,,,
31864,,,,,,0.0,0.0,,,0.0,0.0,,,,
31865,,,,,,,,,20.052076,19.495671,18.804748,,0.0,,
31867,,,,,,,20.876504,21.132993,18.923897,21.1597,20.918489,,,,
31868,,,,,,,,,21.865294,20.605527,,20.23846,,,
31869,,,,,,0.0,20.3076,17.535497,20.722643,18.884856,16.96948,16.396291,,,
31870,,,,,,19.441357,,,38.682436,58.225588,39.00399,19.805577,,,
31871,,,,,,0.0,73.989673,74.239106,70.021102,73.090318,15.18793,,,,
31872,,,,,,,16.950713,17.665781,19.062556,17.234914,0.0,,,,
31873,,,,,,,90.044924,88.891343,90.483082,81.605153,89.300775,,,,
31874,,,,,,,0.0,19.059878,19.291876,18.606197,19.558648,18.784319,0.0,,
31875,,,,,,,,,,,,0.0,0.0,,
31876,,,,,,,20.689885,,20.919705,20.535064,20.857492,19.613014,,,
31877,,,,,,37.64377,58.293928,56.059325,38.456936,38.79673,16.352141,,,,
31878,,,,,,,,20.707973,20.664492,,0.0,,,,
31879,,,,,,,,,22.023084,22.768115,,,,,
31881,,,,,,,,,,,,17.292624,,,
31882,,,,,,20.649203,41.456067,41.465909,41.478682,41.479335,20.063926,,,,
31883,,,,,,,,,,22.303337,,18.533792,,,
31884,,,,,,16.563894,14.871476,36.038356,,,,,,,
31885,,,,,,20.613124,41.559507,41.539796,60.904254,58.740685,41.630539,,,,
31886,,,,,,21.010247,20.030895,41.658413,20.654368,,,,,,
31887,,,,,,,,,0.0,0.0,,,,,
31888,,,,,,0.0,38.377101,35.783552,35.955518,,,,,,
31889,,,,,,,15.988396,36.338169,52.660877,32.687915,30.342013,,,,
31891,,,,,,,,19.354555,17.503575,,,,,,
31892,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
31893,,,,,,,,,,19.342179,,,,,
31894,,,,,,17.8757,29.390345,35.331296,32.428936,53.281129,15.623375,,,,
31895,,,,,,,21.757822,21.72999,21.732024,,,,,,
31896,,,,,,,18.64116,19.651016,39.08964,,,,,,
31897,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
31898,,,,,,,39.542423,36.619057,,,,,,,
31899,,,,,,0.0,,0.0,0.0,0.0,,,,,
31900,,,,,,,21.407069,53.792834,37.093022,,,,,,
31901,,,,,,,20.523566,20.342296,19.636058,20.619952,20.821561,18.998124,,,
31902,,,,,,,,19.498319,,19.373535,18.788172,,,,
31903,,,,,,19.252436,,18.757799,,18.873458,,,,,
31904,,,,,,,,,21.357315,,,,,,
31905,,,,,,41.563009,85.952923,106.775244,65.342433,,,,,,
31906,,,,,,,,,0.0,20.151924,,,,,
31907,,,,,,,19.322967,56.85563,38.035462,38.255266,,,,,
31908,,,,,,20.164788,15.88751,36.38071,13.58231,35.540361,,,,,
31910,,,,,,,36.52923,36.634284,40.291399,,,,,,
31911,,,,,,,,20.189276,,,20.383199,,,,
31912,,,,,,18.109737,86.341565,72.784459,72.758533,114.348513,109.134439,112.993525,97.572243,,
31913,,,,,,18.360271,,55.305462,20.085492,54.852495,,,,,
31914,,,,,,,,0.0,19.150744,18.42112,18.4992,18.529709,,,
31916,,,,,,20.32363,38.09975,38.898606,37.65089,36.585583,57.179891,57.058645,18.371862,,
31917,,,,,,14.082363,36.622934,35.263423,35.698078,19.922236,,,,,
31918,,,,,,55.022567,54.275448,52.326606,55.467165,53.108582,,,,,
31919,,,,,,,15.662495,15.022483,13.110401,15.63215,34.661014,30.982312,,,
31920,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
31921,,,,,,,,0.0,0.0,0.0,0.0,,,,
31922,,,,,,,,,,19.853086,,,,,
31924,,,,,,,,,,,0.0,,,,
31926,,,,,,,17.549609,19.918979,19.05189,20.217907,20.218396,,,,
31927,,,,,,0.0,0.0,0.0,,,,,,,
31928,,,,,,21.76303,,21.845151,21.796465,21.76203,17.302826,,,,
31929,,,,,,0.0,58.476713,56.597402,54.244783,73.968831,73.439452,18.138564,,,
31930,,,,,,,,19.446096,18.546959,,,,,,
31931,,,,,,,,34.930835,34.724924,37.773116,36.288766,18.205249,,,
31932,,,,,,,21.091642,58.370068,39.277611,,,,,,
31933,,,,,,20.204523,60.541001,80.822123,72.120579,72.445112,37.774469,,,,
31934,,,,,,,,,56.248854,72.733633,54.365062,,,,
31935,,,,,,,42.021483,42.066,40.322711,42.325525,42.605878,20.664418,,,
31936,,,,,,18.273897,21.312203,21.323307,,,,,,,
31937,,,,,,0.0,56.153777,,0.0,52.861101,,,,,
31939,,,,,,,19.533553,19.770566,18.482367,18.391013,18.473768,18.510003,,,
31940,,,,,,,,,0.0,15.589724,,,,,
31941,,,,,,,,0.0,18.790949,,,,,,
31942,,,,,,,0.0,0.0,0.0,,,,,,
31943,,,,,,,18.390605,19.410169,,,,,,,
31944,,,,,,,20.428695,18.800604,19.335188,,,,,,
31945,,,,,,18.014825,55.53666,56.281989,55.88531,56.972636,56.247816,38.515941,,,
31946,,,,,,,40.77436,38.486519,37.92095,41.165738,21.397224,19.595567,,,
31947,,,,,,,18.73292,77.112945,37.031415,,,,,,
31948,,,,,,,39.994635,40.684919,,,,,,,
31949,,,,,,,20.021717,21.922071,20.001709,,,,,,
31950,,,,,,19.627018,19.697702,19.00355,19.299376,,19.910052,,,,
31951,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
31952,,,,,,,42.016249,17.724063,39.455157,40.750321,37.65683,35.491536,,,
31954,,,,,,35.023353,74.680954,75.126974,80.465177,82.62257,63.851958,,,,
31956,,,,,,,19.681653,18.667352,18.31927,18.797717,18.797717,19.704107,,,
31957,,,,,,33.579464,38.855543,54.033255,38.880035,58.586003,0.0,,,,
31958,,,,,,,,,95.999998,,,,,,
31959,,,,,,,0.0,0.0,,,,,,,
31960,,,,,,19.069016,19.377889,-18.607505,18.249246,19.03568,18.826491,19.014236,,,
31961,,,,,,32.899743,54.404957,53.133286,52.083014,54.563454,55.098698,,,,
31962,,,,,,,19.069558,19.065529,19.075351,18.705635,,,,,
31963,,,,,,,137.922792,39.543649,,,,,,,
31964,,,,,,15.2931,34.820844,33.09947,37.322415,36.919495,19.28633,,,,
31965,,,,,,,,42.984,21.759691,39.421579,62.137322,,,,
31966,,,,,,0.0,16.059248,16.241403,16.059248,16.059248,16.059248,16.059248,,,
31967,,,,,,,20.030895,20.226994,20.654368,,,,,,
31968,,,,,,,19.8315,38.322153,36.721026,35.517432,,,,,
31969,,,,,,,19.496938,19.454259,20.212576,,19.489738,,,,
31970,,,,,,,59.701726,77.407789,,,,,,,
31971,,,,,,,0.0,0.0,0.0,0.0,,,,,
31972,,,,,,,,21.357565,21.357565,,,,,,
31973,,,,,,,81.285127,101.505153,101.074085,75.076479,,59.212095,82.07751,,
31974,,,,,,,0.0,,,,,,,,
31975,,,,,,20.153259,20.221235,20.174048,,,,,,,
31976,,,,,,19.989309,19.818056,,36.60255,35.547526,,,,,
31977,,,,,,37.238831,,39.614499,17.402347,55.256137,58.282864,36.232681,19.527646,,
31978,,,,,,,,0.0,39.333329,18.657728,,,,,
31979,,,,,,,,12.549354,,,,,,,
31980,,,,,,,35.609518,35.55602,34.365512,,,,,,
31981,,,,,,,17.747441,0.0,0.0,,,,,,
31982,,,,,,,41.303583,61.467357,41.845615,21.099474,41.641601,62.770121,41.517462,,
31983,,,,,,21.746136,20.711302,20.754774,20.826382,21.274929,0.0,21.924969,41.475158,,
31984,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
31985,,,,,,,,,,,0.0,0.0,0.0,,
31986,,,,,,,,35.955711,37.460144,,,,,,
31987,,,,,,,18.466742,18.52362,18.476598,20.347185,19.160065,,,,
31988,,,,,,,,,14.847579,,,,,,
31989,,,,,,37.944755,73.187987,75.246837,73.921653,73.988592,76.991663,56.22212,36.790985,,
31990,,,,,,,,19.73276,20.759638,40.519042,40.548874,0.0,0.0,,
31992,,,,,,41.506466,63.997395,61.853855,61.302836,62.041819,62.391212,,,,
31993,,,,,,,,,,0.0,0.0,,0.0,,
31994,,,,,,85.337155,146.276569,149.226375,21.495619,,,,,,
31995,,,,,,,,20.856746,19.996121,,,,,,
31996,,,,,,20.209763,,,,,,,,,
31997,,,,,,62.306609,95.01168,97.549865,97.317309,77.28341,40.098373,,,,
31998,,,,,,,,19.190149,17.155223,18.556741,17.288449,15.179289,,,
31999,,,,,,,0.0,0.0,,,,,,,
32000,,,,,,,19.750375,19.462885,18.390478,18.389876,18.341885,18.382488,,,
32001,,,,,,,,18.961493,14.44981,18.384083,18.905673,21.515835,38.224421,,
32002,,,,,,19.354203,20.930959,,,,,,,,
32003,,,,,,,19.25148,19.205252,19.287059,19.232946,20.077037,20.51485,,,
32004,,,,,,,,60.973621,84.195763,0.0,,,,,
32005,,,,,,,,0.0,0.0,0.0,0.0,,,,
32006,,,,,,,,,,,,0.0,0.0,,
32007,,,,,,,,0.0,0.0,0.0,,,,,
32008,,,,,,0.0,20.664654,20.846119,20.847241,20.847143,,,,,
32009,,,,,,,,19.873744,19.396248,19.486593,19.255583,,,,
32010,,,,,,,,105.307055,83.590467,,,,,,
32011,,,,,,,,,20.304179,0.0,20.280225,18.921186,,,
32012,,,,,,,,,,0.0,17.830209,,,,
32013,,,,,,,57.171909,59.185998,104.184286,119.894369,118.752772,95.340162,,,
32014,,,,,,,,0.0,0.0,0.0,0.0,,,,
32015,,,,,,17.220177,,16.813114,,,,,,,
32016,,,,,,,,,,59.436935,38.664192,37.813112,,,
32018,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
32019,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32020,,,,,,,36.844429,35.761893,38.221419,36.65886,37.207355,38.185936,,,
32021,,,,,,40.809434,61.989111,62.347014,18.6859,,,,,,
32022,,,,,,,,19.22509,65.989309,73.544844,55.518162,56.742467,,,
32023,,,,,,,,19.460445,19.460445,,,,,,
32024,,,,,,18.499532,19.18503,18.277331,18.456215,,,,,,
32025,,,,,,,59.38485,57.123846,55.396266,,,,,,
32026,,,,,,,35.351212,33.578478,35.173771,35.560473,35.402329,,,,
32027,,,,,,18.627284,37.873067,38.010813,19.075273,19.05448,19.029457,19.006115,,,
32028,,,,,,,,41.095477,41.282696,61.448922,19.99576,,,,
32029,,,,,,,,0.0,,,,,,,
32030,,,,,,,18.923982,17.789167,53.994456,,,,,,
32031,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
32033,,,,,,19.626753,19.626753,18.762131,,,,,,,
32034,,,,,,,,,19.626298,18.69611,,,,,
32035,,,,,,17.742586,18.005815,18.916602,,,,,,,
32036,,,,,,,,,,20.245191,20.259474,,,,
32037,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
