userid,avgMon_count,avgMon_mean,avgMon_modern,avgMon_max
29960,144.0,111.0,144.0,4.0
29963,293.0,103.0,293.0,4.0
29964,108.0,110.0,108.0,1.0
29965,140.0,102.0,140.0,4.0
29966,210.0,105.0,210.0,4.0
29967,284.0,111.0,284.0,4.0
29968,182.0,114.0,182.0,4.0
29969,315.0,113.0,315.0,3.0
29970,56.0,114.0,56.0,3.0
29971,49.0,92.0,49.0,3.0
29972,152.0,122.0,152.0,3.0
29973,261.0,104.0,261.0,4.0
29974,256.0,112.0,256.0,4.0
29975,225.0,115.0,225.0,4.0
29976,275.0,116.0,275.0,4.0
29977,242.0,113.0,242.0,4.0
29978,176.0,95.0,176.0,4.0
29979,198.0,106.0,198.0,3.0
29980,122.0,112.0,122.0,4.0
29982,14.0,113.0,14.0,4.0
29983,768.0,114.0,768.0,4.0
29984,140.0,112.0,140.0,4.0
29985,157.0,110.0,157.0,4.0
29986,108.0,120.0,108.0,3.0
29987,81.0,105.0,81.0,4.0
29988,18.0,109.0,18.0,3.0
29989,96.0,111.0,96.0,4.0
29991,126.0,100.0,126.0,4.0
29992,105.0,109.0,105.0,4.0
29993,48.0,90.0,48.0,1.0
29994,98.0,99.0,98.0,4.0
29995,63.0,109.0,63.0,2.0
29996,198.0,105.0,198.0,4.0
29997,84.0,113.0,84.0,3.0
29998,24.0,111.0,24.0,4.0
30000,80.0,118.0,80.0,3.0
30001,144.0,114.0,144.0,3.0
30002,69.0,108.0,69.0,4.0
30003,252.0,115.0,252.0,4.0
30004,245.0,99.0,245.0,4.0
30005,172.0,117.0,172.0,3.0
30006,123.0,113.0,123.0,3.0
30008,532.0,118.0,532.0,4.0
30009,150.0,107.0,150.0,4.0
30010,126.0,91.0,126.0,4.0
30011,24.0,99.0,24.0,4.0
30012,77.0,105.0,77.0,3.0
30015,42.0,114.0,42.0,3.0
30016,77.0,144.0,77.0,3.0
30017,228.0,122.0,228.0,4.0
30018,60.0,115.0,60.0,3.0
30019,20.0,92.0,20.0,3.0
30020,84.0,111.0,84.0,4.0
30021,63.0,112.0,63.0,3.0
30022,170.0,127.0,170.0,4.0
30023,35.0,115.0,35.0,4.0
30024,141.0,120.0,141.0,4.0
30025,114.0,104.0,114.0,4.0
30026,72.0,111.0,72.0,4.0
30027,119.0,124.0,119.0,4.0
30028,31.0,100.0,31.0,4.0
30029,729.0,112.0,729.0,3.0
30030,147.0,113.0,147.0,4.0
30031,96.0,111.0,96.0,4.0
30032,193.0,116.0,193.0,4.0
30035,180.0,120.0,180.0,4.0
30036,84.0,111.0,84.0,4.0
30037,135.0,115.0,135.0,3.0
30038,620.0,114.0,620.0,4.0
30039,98.0,120.0,98.0,4.0
30040,88.0,95.0,88.0,4.0
30041,404.0,112.0,404.0,4.0
30042,364.0,115.0,364.0,4.0
30043,144.0,116.0,144.0,4.0
30044,616.0,120.0,616.0,3.0
30045,84.0,94.0,84.0,4.0
30046,168.0,120.0,168.0,4.0
30048,86.0,109.0,86.0,3.0
30049,2270.0,117.0,2270.0,4.0
30050,280.0,100.0,280.0,4.0
30051,108.0,111.0,108.0,4.0
30053,96.0,109.0,96.0,3.0
30054,84.0,111.0,84.0,4.0
30055,126.0,108.0,126.0,4.0
30057,270.0,102.0,270.0,3.0
30058,140.0,112.0,140.0,4.0
30059,43.0,91.0,43.0,4.0
30060,12.0,111.0,12.0,4.0
30061,105.0,114.0,105.0,4.0
30062,16.0,87.0,16.0,4.0
30063,18.0,103.0,18.0,3.0
30064,29.0,113.0,29.0,4.0
30066,260.0,115.0,260.0,3.0
30067,96.0,111.0,96.0,4.0
30068,112.0,99.0,112.0,4.0
30070,650.0,106.0,650.0,4.0
30071,72.0,111.0,72.0,4.0
30072,217.0,121.0,217.0,4.0
30073,288.0,114.0,288.0,4.0
30074,50.0,92.0,50.0,4.0
30075,300.0,114.0,300.0,4.0
30077,19.0,120.0,19.0,3.0
30080,108.0,111.0,108.0,4.0
30081,400.0,102.0,400.0,3.0
30082,108.0,93.0,108.0,4.0
30083,424.0,115.0,424.0,4.0
30084,60.0,120.0,60.0,4.0
30085,666.0,114.0,666.0,4.0
30086,112.0,102.0,112.0,4.0
30091,156.0,100.0,156.0,4.0
30092,80.0,142.0,80.0,2.0
30093,216.0,111.0,216.0,4.0
30094,64.0,101.0,64.0,3.0
30095,624.0,96.0,624.0,4.0
30097,96.0,111.0,96.0,4.0
30098,108.0,111.0,108.0,4.0
30099,120.0,111.0,120.0,4.0
30101,266.0,114.0,266.0,4.0
30102,54.0,115.0,54.0,4.0
30104,192.0,111.0,192.0,4.0
30105,9.0,118.0,9.0,3.0
30109,12.0,111.0,12.0,4.0
30110,88.0,128.0,88.0,4.0
30112,42.0,100.0,42.0,4.0
30114,192.0,111.0,192.0,4.0
30115,42.0,115.0,42.0,3.0
30116,34.0,105.0,34.0,4.0
30117,108.0,113.0,108.0,4.0
30118,896.0,108.0,896.0,4.0
30119,132.0,111.0,132.0,4.0
30120,32.0,101.0,32.0,3.0
30122,18.0,110.0,18.0,3.0
30123,84.0,100.0,84.0,4.0
30124,140.0,118.0,140.0,4.0
30125,119.0,104.0,119.0,4.0
30127,84.0,100.0,84.0,4.0
30128,30.0,114.0,30.0,4.0
30129,31.0,103.0,31.0,4.0
30130,135.0,104.0,135.0,3.0
30131,126.0,99.0,126.0,4.0
30132,208.0,116.0,208.0,4.0
30134,91.0,113.0,91.0,3.0
30135,126.0,111.0,126.0,4.0
30136,288.0,110.0,288.0,4.0
30139,15.0,114.0,15.0,4.0
30140,126.0,112.0,126.0,3.0
30141,8.0,108.0,8.0,3.0
30144,80.0,112.0,80.0,4.0
30145,114.0,119.0,114.0,4.0
30146,228.0,103.0,228.0,4.0
30148,140.0,99.0,140.0,4.0
30149,48.0,111.0,48.0,4.0
30150,52.0,109.0,52.0,2.0
30152,105.0,114.0,105.0,4.0
30154,101.0,92.0,101.0,3.0
30159,15.0,114.0,15.0,4.0
30160,153.0,120.0,153.0,3.0
30162,16.0,96.0,16.0,4.0
30164,140.0,111.0,140.0,4.0
30171,30.0,114.0,30.0,4.0
30173,77.0,107.0,77.0,3.0
30174,96.0,110.0,96.0,4.0
30180,93.0,118.0,93.0,3.0
30181,84.0,100.0,84.0,4.0
30182,84.0,113.0,84.0,4.0
30186,91.0,98.0,91.0,4.0
30188,202.0,101.0,202.0,5.0
30189,172.0,102.0,172.0,4.0
30190,85.0,104.0,85.0,4.0
30191,232.0,110.0,232.0,4.0
30192,96.0,115.0,96.0,4.0
30193,140.0,110.0,140.0,4.0
30194,192.0,111.0,192.0,4.0
30195,156.0,111.0,156.0,4.0
30196,150.0,111.0,150.0,3.0
30197,106.0,118.0,106.0,3.0
30198,497.0,119.0,497.0,3.0
30199,24.0,110.0,24.0,3.0
30201,198.0,115.0,198.0,3.0
30202,180.0,109.0,180.0,4.0
30203,120.0,102.0,120.0,4.0
30204,139.0,99.0,139.0,4.0
30205,700.0,104.0,700.0,4.0
30206,308.0,109.0,308.0,4.0
30207,109.0,91.0,109.0,4.0
30208,24.0,35.0,24.0,2.0
30209,273.0,111.0,273.0,3.0
30210,224.0,106.0,224.0,4.0
30211,70.0,110.0,70.0,2.0
30212,207.0,111.0,207.0,4.0
30213,10.0,103.0,10.0,4.0
30214,48.0,124.0,48.0,2.0
30215,238.0,91.0,238.0,3.0
30216,175.0,108.0,175.0,4.0
30217,57.0,119.0,57.0,4.0
30218,165.0,90.0,165.0,4.0
30219,168.0,102.0,168.0,3.0
30220,336.0,113.0,336.0,4.0
30221,78.0,108.0,78.0,3.0
30222,111.0,111.0,111.0,4.0
30223,230.0,112.0,230.0,4.0
30224,128.0,101.0,128.0,3.0
30225,279.0,117.0,279.0,3.0
30226,208.0,98.0,208.0,4.0
30227,215.0,119.0,215.0,4.0
30229,200.0,119.0,200.0,4.0
30230,125.0,105.0,125.0,4.0
30231,299.0,109.0,299.0,4.0
30232,177.0,101.0,177.0,3.0
30233,287.0,105.0,287.0,4.0
30234,130.0,112.0,130.0,3.0
30235,243.0,119.0,243.0,4.0
30236,65.0,100.0,65.0,3.0
30237,88.0,108.0,88.0,3.0
30238,208.0,121.0,208.0,4.0
30239,141.0,89.0,141.0,4.0
30240,610.0,122.0,610.0,4.0
30241,161.0,103.0,161.0,4.0
30242,357.0,120.0,357.0,4.0
30243,55.0,111.0,55.0,4.0
30244,182.0,100.0,182.0,4.0
30245,144.0,111.0,144.0,2.0
30246,27.0,106.0,27.0,4.0
30247,214.0,109.0,214.0,3.0
30248,248.0,114.0,248.0,4.0
30249,125.0,113.0,125.0,4.0
30250,178.0,102.0,178.0,4.0
30251,279.0,115.0,279.0,4.0
30252,201.0,111.0,201.0,3.0
30253,192.0,112.0,192.0,4.0
30254,147.0,98.0,147.0,4.0
30255,240.0,110.0,240.0,4.0
30257,187.0,114.0,187.0,3.0
30258,234.0,105.0,234.0,4.0
30259,182.0,115.0,182.0,4.0
30260,147.0,104.0,147.0,4.0
30262,121.0,103.0,121.0,4.0
30263,126.0,115.0,126.0,3.0
30264,80.0,106.0,80.0,4.0
30265,120.0,115.0,120.0,4.0
30266,100.0,79.0,100.0,3.0
30267,56.0,102.0,56.0,3.0
30268,399.0,108.0,399.0,4.0
30269,108.0,111.0,108.0,4.0
30270,88.0,88.0,88.0,2.0
30271,91.0,108.0,91.0,2.0
30272,148.0,122.0,148.0,4.0
30273,140.0,102.0,140.0,3.0
30274,98.0,99.0,98.0,4.0
30275,156.0,115.0,156.0,4.0
30276,247.0,104.0,247.0,3.0
30277,112.0,113.0,112.0,3.0
30278,162.0,114.0,162.0,3.0
30279,400.0,95.0,400.0,4.0
30280,152.0,100.0,152.0,4.0
30281,152.0,114.0,152.0,4.0
30283,408.0,101.0,408.0,4.0
30284,193.0,116.0,193.0,4.0
30285,48.0,101.0,48.0,3.0
30286,94.0,66.0,94.0,2.0
30287,162.0,118.0,162.0,4.0
30288,200.0,115.0,200.0,4.0
30290,160.0,99.0,160.0,4.0
30291,24.0,131.0,24.0,1.0
30292,155.0,103.0,155.0,4.0
30293,206.0,67.0,206.0,2.0
30294,14.0,110.0,14.0,1.0
30296,130.0,105.0,130.0,4.0
30297,121.0,107.0,121.0,3.0
30298,108.0,111.0,108.0,4.0
30299,104.0,112.0,104.0,3.0
30300,148.0,120.0,148.0,4.0
30301,28.0,48.0,28.0,2.0
30302,243.0,122.0,243.0,3.0
30303,131.0,111.0,131.0,4.0
30306,126.0,104.0,126.0,4.0
30307,270.0,104.0,270.0,3.0
30308,152.0,123.0,152.0,4.0
30309,234.0,118.0,234.0,4.0
30310,90.0,105.0,90.0,3.0
30311,59.0,108.0,59.0,3.0
30312,115.0,93.0,115.0,3.0
30313,24.0,123.0,24.0,1.0
30314,104.0,101.0,104.0,3.0
30315,195.0,116.0,195.0,4.0
30316,175.0,120.0,175.0,3.0
30317,220.0,110.0,220.0,3.0
30318,84.0,121.0,84.0,3.0
30320,147.0,102.0,147.0,4.0
30321,72.0,99.0,72.0,3.0
30322,100.0,124.0,100.0,2.0
30323,36.0,118.0,36.0,4.0
30324,168.0,100.0,168.0,4.0
30325,168.0,107.0,168.0,3.0
30326,176.0,117.0,176.0,4.0
30327,136.0,124.0,136.0,3.0
30328,184.0,111.0,184.0,4.0
30329,133.0,111.0,133.0,4.0
30331,99.0,110.0,99.0,2.0
30332,114.0,115.0,114.0,4.0
30333,221.0,115.0,221.0,3.0
30336,93.0,106.0,93.0,3.0
30337,234.0,96.0,234.0,4.0
30339,80.0,114.0,80.0,2.0
30340,108.0,92.0,108.0,4.0
30341,45.0,89.0,45.0,4.0
30343,155.0,83.0,155.0,3.0
30344,171.0,116.0,171.0,4.0
30345,286.0,107.0,286.0,3.0
30346,104.0,107.0,104.0,4.0
30347,80.0,96.0,80.0,3.0
30348,129.0,108.0,129.0,4.0
30349,195.0,107.0,195.0,4.0
30350,103.0,116.0,103.0,4.0
30351,362.0,117.0,362.0,4.0
30352,57.0,109.0,57.0,3.0
30353,231.0,106.0,231.0,4.0
30354,90.0,112.0,90.0,4.0
30355,106.0,106.0,106.0,4.0
30356,245.0,102.0,245.0,4.0
30357,56.0,128.0,56.0,4.0
30358,245.0,117.0,245.0,4.0
30359,90.0,94.0,90.0,3.0
30360,81.0,102.0,81.0,3.0
30361,187.0,109.0,187.0,3.0
30362,260.0,112.0,260.0,4.0
30363,412.0,109.0,412.0,4.0
30364,108.0,111.0,108.0,4.0
30365,282.0,117.0,282.0,3.0
30366,126.0,108.0,126.0,3.0
30367,31.0,102.0,31.0,4.0
30368,159.0,118.0,159.0,4.0
30369,105.0,109.0,105.0,3.0
30370,135.0,110.0,135.0,3.0
30371,77.0,119.0,77.0,3.0
30372,19.0,100.0,19.0,4.0
30373,726.0,94.0,726.0,4.0
30374,14.0,123.0,14.0,4.0
30375,204.0,98.0,204.0,4.0
30376,70.0,112.0,70.0,4.0
30377,187.0,101.0,187.0,4.0
30378,96.0,115.0,96.0,4.0
30380,202.0,114.0,202.0,4.0
30381,332.0,115.0,332.0,4.0
30382,54.0,119.0,54.0,4.0
30383,96.0,112.0,96.0,4.0
30384,12.0,111.0,12.0,4.0
30385,280.0,96.0,280.0,4.0
30386,495.0,118.0,495.0,4.0
30387,346.0,115.0,346.0,4.0
30389,182.0,123.0,182.0,4.0
30390,164.0,118.0,164.0,4.0
30391,105.0,113.0,105.0,4.0
30392,456.0,97.0,456.0,4.0
30393,219.0,112.0,219.0,4.0
30394,112.0,107.0,112.0,4.0
30395,200.0,115.0,200.0,4.0
30396,245.0,85.0,245.0,3.0
30397,131.0,123.0,131.0,4.0
30398,54.0,110.0,54.0,2.0
30399,126.0,118.0,126.0,4.0
30400,76.0,124.0,76.0,4.0
30401,99.0,111.0,99.0,3.0
30402,423.0,122.0,423.0,4.0
30403,177.0,87.0,177.0,3.0
30404,190.0,112.0,190.0,4.0
30405,190.0,119.0,190.0,3.0
30406,117.0,105.0,117.0,4.0
30407,98.0,106.0,98.0,4.0
30408,200.0,121.0,200.0,3.0
30409,156.0,112.0,156.0,4.0
30410,385.0,107.0,385.0,3.0
30411,172.0,102.0,172.0,3.0
30412,108.0,129.0,108.0,3.0
30413,232.0,119.0,232.0,4.0
30414,26.0,111.0,26.0,4.0
30415,105.0,101.0,105.0,4.0
30416,91.0,113.0,91.0,2.0
30417,330.0,116.0,330.0,4.0
30418,554.0,121.0,554.0,4.0
30419,468.0,113.0,468.0,4.0
30420,185.0,103.0,185.0,3.0
30421,385.0,99.0,385.0,4.0
30422,130.0,112.0,130.0,3.0
30423,56.0,111.0,56.0,4.0
30424,231.0,106.0,231.0,3.0
30425,52.0,119.0,52.0,3.0
30426,84.0,106.0,84.0,4.0
30429,243.0,113.0,243.0,4.0
30432,612.0,99.0,612.0,4.0
30433,231.0,114.0,231.0,4.0
30434,119.0,113.0,119.0,3.0
30435,72.0,111.0,72.0,4.0
30436,136.0,106.0,136.0,4.0
30437,994.0,118.0,994.0,3.0
30438,94.0,94.0,94.0,4.0
30439,48.0,87.0,48.0,2.0
30440,236.0,108.0,236.0,4.0
30441,135.0,111.0,135.0,4.0
30442,36.0,100.0,36.0,2.0
30443,336.0,119.0,336.0,4.0
30444,705.0,120.0,705.0,4.0
30445,13.0,97.0,13.0,3.0
30446,98.0,111.0,98.0,4.0
30447,168.0,100.0,168.0,2.0
30448,92.0,104.0,92.0,4.0
30449,200.0,102.0,200.0,3.0
30450,60.0,112.0,60.0,2.0
30451,140.0,118.0,140.0,4.0
30452,234.0,104.0,234.0,3.0
30453,130.0,114.0,130.0,4.0
30454,98.0,99.0,98.0,4.0
30455,84.0,111.0,84.0,4.0
30456,112.0,94.0,112.0,4.0
30457,42.0,111.0,42.0,4.0
30458,100.0,112.0,100.0,3.0
30459,171.0,105.0,171.0,4.0
30460,338.0,95.0,338.0,4.0
30464,49.0,111.0,49.0,4.0
30465,12.0,110.0,12.0,1.0
30466,126.0,111.0,126.0,4.0
30467,172.0,114.0,172.0,3.0
30468,84.0,108.0,84.0,4.0
30469,36.0,146.0,36.0,1.0
30470,49.0,110.0,49.0,2.0
30471,22.0,110.0,22.0,1.0
30472,58.0,114.0,58.0,2.0
30474,676.0,118.0,676.0,4.0
30475,162.0,111.0,162.0,4.0
30476,72.0,110.0,72.0,2.0
30477,288.0,121.0,288.0,4.0
30478,232.0,113.0,232.0,4.0
30480,72.0,108.0,72.0,4.0
30481,104.0,108.0,104.0,3.0
30482,34.0,102.0,34.0,4.0
30483,96.0,111.0,96.0,4.0
30484,132.0,123.0,132.0,4.0
30485,152.0,110.0,152.0,4.0
30486,180.0,111.0,180.0,4.0
30487,259.0,104.0,259.0,4.0
30488,112.0,114.0,112.0,3.0
30489,110.0,102.0,110.0,3.0
30490,126.0,102.0,126.0,4.0
30491,98.0,100.0,98.0,3.0
30493,140.0,105.0,140.0,3.0
30494,503.0,119.0,503.0,4.0
30495,210.0,114.0,210.0,4.0
30497,90.0,99.0,90.0,4.0
30498,63.0,122.0,63.0,3.0
30499,116.0,107.0,116.0,3.0
30500,198.0,105.0,198.0,4.0
30501,122.0,117.0,122.0,4.0
30503,231.0,109.0,231.0,3.0
30504,52.0,67.0,52.0,2.0
30505,28.0,128.0,28.0,1.0
30506,77.0,108.0,77.0,3.0
30507,152.0,112.0,152.0,4.0
30508,768.0,106.0,768.0,4.0
30509,378.0,114.0,378.0,4.0
30510,98.0,111.0,98.0,3.0
30511,117.0,117.0,117.0,4.0
30512,154.0,111.0,154.0,4.0
30513,360.0,121.0,360.0,4.0
30514,270.0,114.0,270.0,3.0
30515,264.0,105.0,264.0,4.0
30516,27.0,35.0,27.0,2.0
30517,119.0,101.0,119.0,4.0
30518,160.0,107.0,160.0,4.0
30519,154.0,104.0,154.0,3.0
30520,336.0,111.0,336.0,4.0
30521,150.0,107.0,150.0,4.0
30522,311.0,101.0,311.0,3.0
30523,240.0,119.0,240.0,3.0
30524,196.0,112.0,196.0,4.0
30526,25.0,114.0,25.0,4.0
30527,64.0,77.0,64.0,3.0
30528,63.0,105.0,63.0,3.0
30529,198.0,100.0,198.0,4.0
30530,147.0,115.0,147.0,4.0
30531,440.0,107.0,440.0,3.0
30532,371.0,110.0,371.0,4.0
30533,180.0,111.0,180.0,4.0
30534,561.0,100.0,561.0,4.0
30536,156.0,112.0,156.0,4.0
30537,180.0,125.0,180.0,3.0
30538,280.0,117.0,280.0,4.0
30539,590.0,109.0,590.0,4.0
30540,424.0,109.0,424.0,3.0
30541,264.0,111.0,264.0,4.0
30543,41.0,113.0,41.0,4.0
30544,206.0,117.0,206.0,4.0
30545,264.0,97.0,264.0,4.0
30546,112.0,121.0,112.0,3.0
30547,135.0,95.0,135.0,3.0
30548,112.0,115.0,112.0,4.0
30549,30.0,128.0,30.0,3.0
30550,36.0,126.0,36.0,2.0
30551,585.0,107.0,585.0,3.0
30552,238.0,120.0,238.0,4.0
30553,77.0,128.0,77.0,4.0
30554,72.0,99.0,72.0,4.0
30555,1800.0,120.0,1800.0,4.0
30556,192.0,123.0,192.0,4.0
30557,43.0,102.0,43.0,4.0
30558,91.0,111.0,91.0,3.0
30560,160.0,110.0,160.0,4.0
30561,66.0,117.0,66.0,3.0
30562,105.0,105.0,105.0,4.0
30563,112.0,91.0,112.0,4.0
30565,96.0,111.0,96.0,4.0
30567,275.0,112.0,275.0,3.0
30568,116.0,108.0,116.0,4.0
30569,16.0,111.0,16.0,4.0
30571,28.0,128.0,28.0,1.0
30572,112.0,111.0,112.0,4.0
30573,84.0,111.0,84.0,4.0
30574,150.0,116.0,150.0,4.0
30576,220.0,112.0,220.0,3.0
30578,104.0,112.0,104.0,4.0
30579,208.0,110.0,208.0,4.0
30580,558.0,106.0,558.0,4.0
30581,300.0,118.0,300.0,4.0
30582,32.0,126.0,32.0,2.0
30583,98.0,99.0,98.0,4.0
30584,630.0,123.0,630.0,3.0
30585,108.0,117.0,108.0,4.0
30587,72.0,111.0,72.0,4.0
30588,58.0,105.0,58.0,4.0
30589,100.0,90.0,100.0,4.0
30590,102.0,106.0,102.0,4.0
30591,96.0,111.0,96.0,4.0
30595,16.0,101.0,16.0,4.0
30597,150.0,118.0,150.0,4.0
30598,112.0,101.0,112.0,4.0
30599,96.0,111.0,96.0,4.0
30600,32.0,128.0,32.0,1.0
30603,468.0,105.0,468.0,4.0
30605,264.0,100.0,264.0,4.0
30607,252.0,99.0,252.0,4.0
30608,18.0,110.0,18.0,3.0
30611,126.0,111.0,126.0,4.0
30612,28.0,121.0,28.0,4.0
30613,90.0,111.0,90.0,3.0
30615,28.0,126.0,28.0,2.0
30616,100.0,114.0,100.0,4.0
30617,91.0,107.0,91.0,3.0
30620,28.0,99.0,28.0,4.0
30621,48.0,141.0,48.0,3.0
30622,96.0,122.0,96.0,4.0
30623,272.0,121.0,272.0,4.0
30624,12.0,111.0,12.0,4.0
30625,140.0,130.0,140.0,4.0
30626,105.0,109.0,105.0,3.0
30628,112.0,100.0,112.0,4.0
30629,28.0,99.0,28.0,4.0
30634,154.0,110.0,154.0,4.0
30635,72.0,111.0,72.0,4.0
30638,288.0,102.0,288.0,4.0
30639,96.0,111.0,96.0,4.0
30640,84.0,98.0,84.0,4.0
30643,54.0,112.0,54.0,4.0
30644,18.0,94.0,18.0,4.0
30653,84.0,111.0,84.0,4.0
30654,161.0,115.0,161.0,3.0
30656,36.0,111.0,36.0,4.0
30660,128.0,111.0,128.0,4.0
30661,126.0,106.0,126.0,3.0
30662,190.0,105.0,190.0,4.0
30663,336.0,102.0,336.0,3.0
30664,91.0,128.0,91.0,3.0
30665,174.0,111.0,174.0,4.0
30666,63.0,109.0,63.0,4.0
30667,160.0,109.0,160.0,3.0
30668,236.0,117.0,236.0,4.0
30669,391.0,98.0,391.0,3.0
30670,84.0,111.0,84.0,3.0
30671,250.0,113.0,250.0,4.0
30672,310.0,101.0,310.0,4.0
30673,22.0,118.0,22.0,1.0
30674,75.0,123.0,75.0,2.0
30675,170.0,90.0,170.0,3.0
30676,264.0,94.0,264.0,4.0
30677,162.0,114.0,162.0,4.0
30678,254.0,101.0,254.0,4.0
30679,101.0,112.0,101.0,3.0
30680,93.0,105.0,93.0,3.0
30681,180.0,112.0,180.0,4.0
30682,112.0,106.0,112.0,3.0
30684,8.0,112.0,8.0,2.0
30685,397.0,111.0,397.0,4.0
30686,145.0,102.0,145.0,4.0
30687,440.0,103.0,440.0,4.0
30688,187.0,114.0,187.0,3.0
30689,200.0,106.0,200.0,3.0
30690,252.0,111.0,252.0,4.0
30691,198.0,108.0,198.0,4.0
30692,444.0,95.0,444.0,4.0
30693,117.0,105.0,117.0,3.0
30694,16.0,31.0,16.0,2.0
30695,224.0,104.0,224.0,4.0
30696,228.0,95.0,228.0,4.0
30697,603.0,118.0,603.0,3.0
30698,181.0,104.0,181.0,3.0
30699,120.0,102.0,120.0,3.0
30700,84.0,108.0,84.0,4.0
30701,96.0,113.0,96.0,4.0
30702,174.0,102.0,174.0,4.0
30703,204.0,121.0,204.0,4.0
30704,202.0,83.0,202.0,2.0
30705,175.0,108.0,175.0,4.0
30706,103.0,121.0,103.0,3.0
30708,273.0,122.0,273.0,4.0
30709,99.0,104.0,99.0,3.0
30710,108.0,109.0,108.0,3.0
30711,40.0,107.0,40.0,3.0
30712,147.0,105.0,147.0,4.0
30713,420.0,119.0,420.0,3.0
30714,66.0,123.0,66.0,2.0
30715,183.0,111.0,183.0,4.0
30716,337.0,114.0,337.0,4.0
30717,501.0,119.0,501.0,4.0
30720,102.0,111.0,102.0,4.0
30721,248.0,117.0,248.0,4.0
30722,216.0,111.0,216.0,3.0
30723,158.0,118.0,158.0,3.0
30724,18.0,85.0,18.0,3.0
30725,374.0,103.0,374.0,3.0
30726,40.0,55.0,40.0,2.0
30727,334.0,115.0,334.0,3.0
30728,161.0,117.0,161.0,3.0
30729,40.0,112.0,40.0,4.0
30730,176.0,111.0,176.0,4.0
30731,108.0,113.0,108.0,4.0
30732,68.0,66.0,68.0,2.0
30733,182.0,110.0,182.0,2.0
30734,161.0,112.0,161.0,3.0
30735,18.0,110.0,18.0,1.0
30737,166.0,111.0,166.0,4.0
30738,144.0,105.0,144.0,2.0
30739,294.0,114.0,294.0,4.0
30740,390.0,70.0,390.0,3.0
30741,105.0,129.0,105.0,4.0
30742,758.0,95.0,758.0,4.0
30743,112.0,122.0,112.0,3.0
30744,229.0,121.0,229.0,4.0
30745,336.0,117.0,336.0,4.0
30746,80.0,112.0,80.0,4.0
30747,80.0,120.0,80.0,3.0
30748,133.0,98.0,133.0,4.0
30749,91.0,108.0,91.0,3.0
30750,123.0,101.0,123.0,3.0
30751,113.0,111.0,113.0,3.0
30752,91.0,109.0,91.0,3.0
30753,104.0,107.0,104.0,4.0
30754,256.0,120.0,256.0,3.0
30755,84.0,111.0,84.0,4.0
30756,92.0,118.0,92.0,3.0
30757,256.0,117.0,256.0,4.0
30758,27.0,96.0,27.0,4.0
30759,205.0,112.0,205.0,4.0
30760,148.0,114.0,148.0,4.0
30761,166.0,69.0,166.0,2.0
30762,148.0,122.0,148.0,3.0
30764,168.0,113.0,168.0,4.0
30765,102.0,112.0,102.0,3.0
30766,205.0,100.0,205.0,3.0
30768,328.0,115.0,328.0,4.0
30769,133.0,111.0,133.0,3.0
30770,16.0,113.0,16.0,2.0
30771,1050.0,104.0,1050.0,4.0
30772,108.0,111.0,108.0,4.0
30773,400.0,116.0,400.0,4.0
30774,117.0,94.0,117.0,3.0
30775,51.0,103.0,51.0,4.0
30776,196.0,118.0,196.0,3.0
30777,232.0,108.0,232.0,4.0
30778,64.0,103.0,64.0,2.0
30779,96.0,111.0,96.0,4.0
30780,24.0,76.0,24.0,2.0
30781,72.0,98.0,72.0,4.0
30782,324.0,117.0,324.0,4.0
30783,124.0,110.0,124.0,3.0
30784,158.0,102.0,158.0,4.0
30785,116.0,108.0,116.0,3.0
30786,71.0,105.0,71.0,4.0
30787,150.0,114.0,150.0,3.0
30788,205.0,104.0,205.0,4.0
30789,308.0,101.0,308.0,4.0
30790,360.0,103.0,360.0,4.0
30791,139.0,107.0,139.0,4.0
30792,189.0,119.0,189.0,3.0
30793,35.0,94.0,35.0,1.0
30794,75.0,107.0,75.0,3.0
30795,423.0,114.0,423.0,4.0
30796,203.0,115.0,203.0,4.0
30797,363.0,109.0,363.0,4.0
30798,126.0,131.0,126.0,4.0
30799,314.0,93.0,314.0,4.0
30800,173.0,97.0,173.0,4.0
30801,34.0,109.0,34.0,4.0
30802,166.0,107.0,166.0,4.0
30803,280.0,117.0,280.0,4.0
30804,64.0,101.0,64.0,3.0
30805,788.0,124.0,788.0,4.0
30806,244.0,113.0,244.0,4.0
30807,202.0,104.0,202.0,4.0
30808,120.0,111.0,120.0,4.0
30809,200.0,116.0,200.0,3.0
30810,134.0,110.0,134.0,4.0
30811,42.0,101.0,42.0,2.0
30812,320.0,104.0,320.0,4.0
30813,220.0,111.0,220.0,4.0
30814,112.0,102.0,112.0,3.0
30815,108.0,112.0,108.0,4.0
30816,84.0,106.0,84.0,4.0
30817,98.0,104.0,98.0,4.0
30818,152.0,120.0,152.0,4.0
30819,144.0,101.0,144.0,4.0
30820,24.0,110.0,24.0,1.0
30821,70.0,102.0,70.0,3.0
30822,126.0,100.0,126.0,4.0
30823,225.0,113.0,225.0,4.0
30824,70.0,103.0,70.0,3.0
30825,96.0,112.0,96.0,3.0
30827,77.0,111.0,77.0,4.0
30828,150.0,115.0,150.0,3.0
30829,284.0,111.0,284.0,4.0
30831,208.0,105.0,208.0,4.0
30832,140.0,114.0,140.0,4.0
30833,78.0,98.0,78.0,4.0
30834,24.0,111.0,24.0,4.0
30835,72.0,111.0,72.0,4.0
30836,135.0,104.0,135.0,4.0
30837,111.0,115.0,111.0,4.0
